Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
SU_BFL_Dur_Fl,nan,170.0,nan,225.0,181.0,nan,187.0,224.0,nan,nan,nan,nan,167.0,209.0,nan,nan,nan,nan,295.0,nan,nan,351.0,nan,209.0,nan,235.0,182.0,231.0,220.0,283.0,227.0
SU_BFL_Dur_Wet,219.0,175.0,245.0,328.0,195.0,200.0,238.0,255.0,228.0,156.0,335.0,290.0,292.0,311.0,150.0,266.0,128.0,221.0,302.0,223.0,256.0,362.0,237.0,286.0,246.0,354.0,201.0,236.0,248.0,300.0,244.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,4.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,11.0,nan,320.0,nan,10.0,359.0,nan,350.0,6.0,nan,nan,nan,nan,324.0,355.0,nan,nan,nan,nan,41.0,nan,nan,19.0,nan,338.0,nan,4.0,362.0,6.0,11.0,30.0
FAFL_Mag,8.736983816410067,nan,175.99749755030658,nan,96.95289417586852,458.9238287752985,nan,2319.9953059305594,783.9144454318634,nan,nan,nan,nan,566.8889455338115,1259.7771071491602,nan,nan,nan,nan,1009.9646785626319,nan,nan,2139.9393193252163,nan,2529.8025967987087,nan,220.97505218698052,3979.95262094034,444.99242801436935,1019.985058123083,340.90998348847205
FAFL_Tim_Wet,20.0,7.0,325.0,18.0,113.0,8.0,7.0,36.0,37.0,7.0,306.0,34.0,33.0,84.0,92.0,317.0,331.0,319.0,18.0,48.0,326.0,352.0,30.0,1.0,50.0,33.0,123.0,16.0,11.0,39.0,47.0
FAFL_Dur,4.0,nan,4.0,nan,5.0,9.0,nan,6.0,7.0,nan,nan,nan,nan,2.0,6.0,nan,nan,nan,nan,9.0,nan,nan,4.0,nan,2.0,nan,7.0,3.0,2.0,7.0,7.0
Wet_BFL_Mag,0.9,88.0,26.0,26.8,6.470000000000001,12.0,10.7,24.1,11.0,21.83000000000001,1.6,24.4,8.48,0.78,3.7,112.0,50.800000000000004,30.400000000000002,760.8,35.6,1.48,4.0,57.4,24.300000000000004,17.0,3.3200000000000003,2.0,101.10000000000001,116.6,63.599999999999994,33.3
WIN_Tim_2,nan,67.0,nan,34.5,nan,26.0,34.5,56.0,44.5,nan,nan,39.0,41.0,92.0,355.0,326.0,24.0,325.0,46.0,59.0,344.0,359.5,48.5,7.0,19.0,40.0,nan,60.5,45.0,46.0,61.0
WIN_Dur_2,nan,3.0,nan,1.5,nan,2.0,1.0,3.0,1.5,nan,nan,2.0,1.0,1.0,1.0,4.0,2.0,1.0,10.0,1.0,1.5,1.5,2.5,2.0,2.5,2.0,nan,3.0,2.0,2.0,1.0
WIN_Fre_2,0.0,5.0,0.0,2.0,0.0,1.0,2.0,7.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,7.0,1.0,4.0,3.0,2.0,2.0,4.0,1.0,2.0,1.0,0.0,8.0,3.0,5.0,1.0
WIN_Tim_5,nan,41.0,345.5,44.0,120.0,10.0,55.0,45.0,42.0,21.5,311.0,39.0,40.0,25.5,44.5,364.0,58.0,13.5,94.0,50.0,3.0,357.0,52.5,17.0,49.5,39.0,130.0,14.0,41.5,14.0,65.0
WIN_Dur_5,nan,3.0,1.0,2.0,1.0,1.5,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,2.5,6.5,5.5,1.5,1.0,5.5,2.0,3.0,2.5,4.0,1.5,4.0,1.0,8.0,3.0,1.0,2.0
WIN_Fre_5,0.0,6.0,2.0,3.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,8.0,2.0,3.0,2.0,4.0,2.0,8.0,3.0,4.0,1.0,1.0,5.0,6.0,5.0,3.0
WIN_Tim_10,nan,12.0,350.5,79.5,120.0,77.5,55.0,34.0,42.0,32.0,351.5,336.0,63.5,21.0,95.5,363.0,22.0,334.0,20.0,50.0,17.5,356.0,17.0,36.0,40.0,38.0,8.0,20.0,18.0,29.0,61.0
WIN_Dur_10,nan,26.0,1.5,3.0,1.0,2.5,3.0,11.0,2.0,1.0,1.5,2.0,2.5,2.0,2.5,8.0,15.0,2.0,99.0,8.0,11.0,13.0,5.0,8.0,4.0,7.0,1.0,11.5,5.0,8.0,6.0
WIN_Fre_10,0.0,3.0,4.0,6.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,5.0,4.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0
WIN_Tim_20,nan,5.0,349.5,49.5,80.0,85.5,67.5,26.0,79.0,27.0,331.0,336.0,96.0,21.0,362.0,319.0,336.0,17.5,17.5,40.0,350.0,28.0,76.5,15.5,30.5,167.0,7.0,4.0,351.0,9.0,41.0
WIN_Dur_20,nan,2.5,3.5,4.5,2.5,7.5,4.0,10.0,3.5,2.0,2.0,2.0,4.5,3.0,7.0,128.0,32.0,4.0,78.5,9.0,14.0,1.0,11.0,24.5,11.0,7.0,4.0,6.0,6.0,17.0,3.0
WIN_Fre_20,0.0,4.0,4.0,6.0,6.0,6.0,4.0,3.0,4.0,6.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,6.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0
WIN_Tim_50,54.0,346.0,36.0,347.5,343.0,91.0,9.5,113.0,116.5,64.0,27.0,329.0,151.0,21.0,73.0,318.0,311.0,323.0,360.0,179.0,330.0,356.0,319.0,321.0,309.0,254.0,68.5,360.0,236.0,337.0,8.0
WIN_Dur_50,1.0,4.0,85.0,67.5,18.0,60.0,70.5,2.0,7.0,9.0,23.0,40.0,4.5,4.0,5.0,204.0,278.0,187.0,7.0,3.0,5.0,130.0,2.0,212.0,104.0,9.0,6.5,279.0,8.0,8.0,11.0
WIN_Fre_50,7.0,5.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,7.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,8.0,1.0,3.0,6.0,4.0
