Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978
Tim_5,nan,92.0,nan,25.0,nan,26.0,14.0,50.5,47.0,nan,nan,40.0,nan,nan,nan,326.0,83.5,nan,74.0,60.0,333.0,358.0,65.0,nan,nan,147.5,nan,81.5,69.0
Dur_5,nan,2.5,nan,1.0,nan,2.0,1.0,5.0,2.0,nan,nan,1.0,nan,nan,nan,13.0,3.0,nan,57.5,2.0,1.0,3.0,2.0,nan,nan,1.0,nan,2.0,22.0
Fre_5,0.0,8.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,6.0,2.0
Tim_10,nan,33.0,nan,44.0,nan,26.0,14.0,26.0,47.0,nan,nan,67.0,41.0,nan,111.0,364.0,23.0,13.0,21.0,60.0,344.0,358.0,60.0,37.0,nan,146.5,nan,29.0,30.0
Dur_10,nan,2.0,nan,3.0,nan,3.0,1.0,6.0,2.0,nan,nan,6.0,1.0,nan,13.0,17.5,22.0,1.5,153.0,2.0,1.0,4.0,25.0,1.5,nan,2.0,nan,2.0,1.5
Fre_10,0.0,7.0,0.0,5.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,0.0,7.0,4.0
Tim_20,nan,7.0,nan,44.0,89.5,78.0,58.5,26.0,81.5,nan,nan,20.0,40.0,92.0,99.0,321.0,337.0,41.0,21.0,59.0,363.0,9.0,29.0,14.0,73.5,61.0,73.0,364.5,361.0
Dur_20,nan,7.0,nan,9.0,2.5,8.5,6.0,16.0,5.0,nan,nan,2.0,2.0,3.0,4.0,158.0,239.0,2.0,199.0,5.0,3.0,2.0,67.0,23.0,1.5,9.0,3.0,112.5,90.5
Fre_20,0.0,3.0,0.0,5.0,6.0,2.0,4.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,7.0,3.0,2.0,3.0,6.0,3.0,4.0,2.0,2.0
Tim_50,nan,353.0,352.0,19.0,354.0,107.5,11.0,339.0,359.5,50.0,317.0,364.5,114.5,56.0,44.5,319.0,323.5,197.0,15.0,69.0,332.0,43.5,4.5,352.0,49.5,145.5,76.0,356.0,274.0
Dur_50,nan,6.0,12.0,189.0,9.5,82.5,175.0,4.0,7.0,5.0,3.0,8.0,5.0,2.5,48.0,266.0,154.0,4.0,3.0,133.5,170.0,56.0,7.0,5.0,6.0,76.0,3.0,140.0,365.0
Fre_50,0.0,5.0,9.0,1.0,4.0,2.0,1.0,3.0,6.0,7.0,3.0,4.0,6.0,6.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,9.0,2.0,1.0
