Year,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
WIN_Tim_2,154.0,147.0,nan,nan,nan,nan,153.0,nan,nan,nan,168.0,nan,174.0,nan,nan,159.0,148.0,152.0,156.0,nan,nan,182.0,142.5,164.5,nan
WIN_Dur_2,7.0,6.0,nan,nan,nan,nan,1.0,nan,nan,nan,4.0,nan,3.5,nan,nan,1.0,5.0,2.0,3.0,nan,nan,3.0,4.5,10.5,nan
WIN_Fre_2,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,6.0,2.0,2.0,0.0
WIN_Tim_5,158.5,161.0,nan,nan,nan,160.5,153.0,nan,150.5,nan,160.0,nan,184.0,139.0,nan,159.0,131.0,136.5,140.5,nan,nan,148.0,144.5,150.0,157.0
WIN_Dur_5,5.5,16.0,nan,nan,nan,5.5,6.0,nan,3.0,nan,10.0,nan,17.5,8.0,nan,2.0,35.0,15.5,14.0,nan,nan,3.0,11.0,16.0,1.0
WIN_Fre_5,2.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,2.0,1.0
WIN_Tim_10,139.0,130.0,196.5,131.0,nan,145.0,85.0,143.5,148.0,107.0,138.0,140.0,123.5,134.0,147.5,146.0,129.0,148.5,143.0,194.0,161.0,223.0,128.5,138.0,133.0
WIN_Dur_10,2.0,33.0,3.0,7.0,nan,11.5,28.5,9.0,5.0,2.0,1.0,3.0,42.5,27.0,4.0,4.0,52.0,8.5,10.0,2.0,1.0,3.0,17.5,8.0,6.0
WIN_Fre_10,3.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,3.0,5.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0
WIN_Tim_20,119.0,122.0,194.5,104.0,117.0,97.0,127.0,119.0,168.5,88.0,129.0,117.0,92.0,110.0,105.5,167.0,114.0,159.0,128.0,129.0,142.0,185.0,111.0,107.0,109.5
WIN_Dur_20,69.0,2.0,18.5,11.0,5.5,98.0,3.0,4.0,12.0,84.0,3.0,1.0,2.0,32.0,42.0,5.0,77.0,2.5,63.0,2.0,3.0,56.0,32.5,7.0,30.0
WIN_Fre_20,1.0,5.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0
WIN_Tim_50,85.0,54.5,160.5,144.5,219.0,67.0,173.0,309.0,328.0,69.0,361.0,131.5,333.5,60.0,159.5,123.5,48.5,2.5,69.5,82.0,3.0,27.5,46.0,360.0,85.0
WIN_Dur_50,6.0,4.5,7.5,54.0,5.0,4.0,6.0,5.0,13.0,30.0,3.0,5.0,16.0,5.0,50.0,4.5,10.0,134.0,4.5,9.0,48.5,17.5,4.0,9.0,4.0
WIN_Fre_50,3.0,10.0,4.0,2.0,5.0,5.0,4.0,7.0,3.0,3.0,6.0,4.0,4.0,9.0,4.0,6.0,10.0,2.0,8.0,9.0,2.0,4.0,9.0,3.0,6.0
