Year,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
WIN_Tim_5,12.0,38.0,36.5,42.0,41.0,356.0,13.5,4.0,26.0,60.0,20.0,18.0,71.0,59.0,12.0,361.0,58.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,357.5,48.5,3.5,105.0
WIN_Dur_5,1.0,4.0,1.0,2.0,4.0,1.5,2.5,7.0,2.0,1.0,3.0,2.5,2.0,2.0,9.0,4.0,3.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,1.5,2.0,2.5
WIN_Fre_5,3.0,3.0,6.0,2.0,7.0,2.0,8.0,1.0,7.0,6.0,9.0,6.0,5.0,3.0,3.0,9.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,10.0,8.0,6.0
WIN_Tim_10,27.0,55.0,41.0,66.0,41.0,356.0,346.0,84.0,20.0,52.5,40.0,9.0,341.0,57.0,33.5,19.5,76.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,345.0,47.0,3.5,88.5
WIN_Dur_10,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0,2.0,3.0,7.5,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,5.0,2.0,4.0
WIN_Fre_10,5.0,4.0,9.0,4.0,7.0,2.0,5.0,6.0,13.0,6.0,11.0,5.0,7.0,4.0,6.0,10.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,11.0,10.0,10.0
WIN_Tim_20,65.0,50.0,30.0,39.0,365.5,25.5,345.0,51.5,75.0,33.0,41.5,37.5,363.0,75.5,73.0,45.0,70.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,345.0,47.0,365.0,69.0
WIN_Dur_20,7.5,3.5,4.0,2.0,3.5,3.0,4.0,5.5,4.0,3.0,4.5,5.0,2.0,2.0,11.0,10.5,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.5,10.0,4.5,6.5
WIN_Fre_20,6.0,6.0,7.0,7.0,6.0,4.0,6.0,8.0,11.0,7.0,10.0,6.0,9.0,6.0,8.0,10.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,7.0,8.0,10.0
WIN_Tim_50,360.0,23.0,360.5,358.5,330.0,360.5,327.0,358.0,349.0,9.0,346.5,36.0,318.5,356.0,315.0,309.0,361.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,321.0,329.5,329.0,331.0
WIN_Dur_50,3.0,69.5,18.5,9.0,43.0,3.0,6.0,33.0,111.5,1.0,2.0,5.5,108.5,7.0,5.0,9.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,92.5,3.0,8.0
WIN_Fre_50,3.0,2.0,4.0,4.0,3.0,12.0,3.0,3.0,2.0,7.0,6.0,4.0,2.0,5.0,7.0,3.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,4.0,4.0
