Year,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
SU_BFL_Dur_Fl,nan,184.0,223.0,nan,nan,nan,nan,nan,171.0,nan,nan,153.0,nan,nan,247.0,nan,nan,nan,191.0,167.0,198.0,nan,nan,176.0,nan,229.0,263.0,nan,nan,219.0,216.0,266.0,220.0,305.0,306.0,229.0,nan,241.0,nan,213.0,nan,212.0,187.0,240.0,nan,nan,208.0,263.0,184.0,nan,nan,282.0,234.0
SU_BFL_Dur_Wet,302.0,214.0,265.0,238.0,227.0,286.0,238.0,194.0,226.0,215.0,244.0,174.0,195.0,248.0,274.0,234.0,296.0,232.0,210.0,168.0,262.0,266.0,287.0,181.0,202.0,249.0,269.0,284.0,292.0,275.0,269.0,270.0,223.0,311.0,310.0,241.0,316.0,255.0,207.0,257.0,262.0,272.0,251.0,241.0,323.0,276.0,270.0,315.0,191.0,399.0,203.0,352.0,304.0
SU_BFL_No_Flow,135.0,97.0,149.0,25.0,136.0,72.0,109.0,124.0,140.0,0.0,35.0,65.0,195.0,225.0,154.0,184.0,128.0,158.0,29.0,0.0,60.0,103.0,0.0,162.0,192.0,222.0,253.0,195.0,193.0,149.0,168.0,105.0,72.0,120.0,0.0,106.0,123.0,179.0,154.0,158.0,175.0,153.0,121.0,223.0,195.0,153.0,141.0,139.0,183.0,288.0,200.0,206.0,182.0
FAFL_Tim,nan,nan,322.0,340.0,nan,nan,nan,nan,nan,321.0,nan,nan,303.0,nan,nan,15.0,nan,nan,nan,334.0,324.0,333.0,nan,nan,341.0,nan,14.0,63.0,nan,nan,346.0,10.0,16.0,345.0,13.0,20.0,24.0,nan,336.0,nan,1.0,nan,365.0,347.0,5.0,nan,nan,353.0,21.0,337.0,nan,nan,356.0
FAFL_Mag,nan,nan,30.967367425069355,539.9607338837882,nan,nan,nan,nan,nan,353.9121181112441,nan,nan,0.7252867843772227,nan,nan,118.91412133489918,nan,nan,nan,1869.8260513772725,244.96792692710648,143.74157750884106,nan,nan,20.698103152951163,nan,7.734881497628267,245.8833152125778,nan,nan,35.00024472943395,3219.890786554158,396.9812388879197,935.8464274554018,552.9853954552466,154.9867449350005,271.99891683187724,nan,72.46062770105239,nan,424.9610270246379,nan,1179.8337577884229,18.932470034492788,619.0678042208211,nan,nan,209.99062039603376,16.84995858429709,259.8529848421525,nan,nan,205.9028027598359
FAFL_Tim_Wet,15.0,354.0,352.0,17.0,21.0,17.0,11.0,331.0,353.0,11.0,334.0,32.0,324.0,363.0,7.0,42.0,13.0,23.0,362.0,353.0,325.0,32.0,40.0,30.0,346.0,357.0,34.0,69.0,38.0,5.0,37.0,63.0,20.0,348.0,19.0,24.0,36.0,49.0,350.0,345.0,45.0,364.0,60.0,46.0,6.0,47.0,13.0,50.0,73.0,344.0,54.0,342.0,61.0
FAFL_Dur,nan,nan,3.0,2.0,nan,nan,nan,nan,nan,3.0,nan,nan,11.0,nan,nan,2.0,nan,nan,nan,3.0,4.0,2.0,nan,nan,4.0,nan,9.0,7.0,nan,nan,2.0,2.0,5.0,6.0,4.0,4.0,2.0,nan,5.0,nan,4.0,nan,3.0,2.0,9.0,nan,nan,6.0,7.0,3.0,nan,nan,27.0
Wet_BFL_Mag,1.7,47.000000000000014,2.6,3.4,1.98,84.6,22.0,14.100000000000001,1.8,5.2,18.0,17.200000000000003,0.527,0.0,21.0,6.2,10.040000000000001,6.2,34.7,15.5,32.2,6.0,17.9,4.2,2.24,2.5,0.84,14.200000000000001,5.64,36.3,1.5,19.0,80.8,71.0,77.0,21.5,6.6,44.9,3.06,0.6220000000000001,6.2219999999999995,13.190000000000001,6.79,1.09,6.718,35.9,16.03,8.035,1.408,6.325,0.353,0.8820000000000001,6.799999999999999
WIN_Tim_2,nan,5.0,nan,48.0,nan,42.5,40.5,345.5,nan,38.0,7.0,62.5,nan,nan,50.5,52.0,29.0,30.0,67.5,56.0,343.0,nan,67.0,nan,nan,nan,nan,83.0,44.5,48.5,nan,46.0,40.5,6.5,24.0,40.0,54.0,61.0,nan,352.0,28.5,32.0,59.0,nan,40.0,56.0,38.5,56.0,nan,358.0,nan,350.0,66.0
WIN_Dur_2,nan,2.0,nan,2.0,nan,3.0,1.5,1.0,nan,3.0,2.0,1.5,nan,nan,3.5,3.0,6.5,1.0,3.0,5.0,2.0,nan,6.0,nan,nan,nan,nan,4.0,1.5,2.5,nan,2.5,2.0,3.5,2.0,1.0,1.0,1.0,nan,2.0,2.0,1.0,2.0,nan,2.5,1.5,2.5,1.0,nan,2.0,nan,2.0,3.0
WIN_Fre_2,0.0,5.0,0.0,6.0,0.0,6.0,4.0,2.0,0.0,5.0,5.0,6.0,0.0,0.0,4.0,1.0,2.0,1.0,6.0,9.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,6.0,8.0,4.0,4.0,1.0,3.0,2.0,0.0,2.0,2.0,6.0,3.0,0.0,4.0,2.0,2.0,5.0,0.0,1.0,0.0,1.0,3.0
WIN_Tim_5,21.0,25.0,363.0,83.5,30.0,29.0,21.0,357.0,nan,31.0,17.0,44.0,nan,nan,14.0,52.0,55.0,55.0,46.0,6.5,347.5,40.0,55.5,44.0,nan,nan,nan,77.0,46.5,14.0,nan,23.0,35.5,4.0,66.5,70.0,55.5,60.0,363.0,356.0,49.0,60.0,73.0,58.0,25.0,55.5,79.0,49.0,nan,347.5,nan,12.5,23.0
WIN_Dur_5,3.0,6.0,4.0,4.5,1.0,22.0,6.0,3.0,nan,4.0,4.0,5.0,nan,nan,7.0,4.0,7.5,2.5,6.0,3.5,2.0,2.0,13.0,1.0,nan,nan,nan,2.0,4.5,5.0,nan,9.0,4.0,4.5,6.5,1.0,5.0,3.5,1.0,6.5,2.0,4.0,3.0,1.0,4.0,3.5,4.0,3.0,nan,3.0,nan,1.0,4.0
WIN_Fre_5,1.0,5.0,1.0,8.0,1.0,2.0,3.0,4.0,0.0,7.0,7.0,5.0,0.0,0.0,5.0,1.0,4.0,2.0,7.0,6.0,6.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,5.0,6.0,6.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,7.0,7.0,1.0,3.0,2.0,4.0,5.0,0.0,2.0,0.0,4.0,5.0
WIN_Tim_10,21.0,24.0,17.5,55.5,53.5,58.5,48.0,351.0,15.0,10.0,356.0,51.0,nan,nan,61.0,66.0,53.5,76.0,20.0,358.5,337.0,63.5,44.0,44.0,17.0,71.0,48.0,72.0,66.0,62.0,49.0,100.5,16.0,348.0,68.0,66.0,33.5,47.5,36.5,362.0,28.5,73.0,29.5,56.0,24.0,56.0,72.0,38.0,104.0,347.0,nan,349.0,18.0
WIN_Dur_10,7.0,13.0,4.0,15.5,1.5,32.5,12.0,6.0,1.5,19.0,4.0,17.0,nan,nan,3.0,3.5,6.0,5.0,11.0,7.5,5.0,2.5,21.0,2.0,2.0,1.0,1.0,3.0,3.0,16.0,7.0,18.5,3.0,4.5,2.0,4.0,19.5,11.0,2.0,3.0,3.5,16.5,5.0,5.0,8.0,5.0,4.0,12.0,2.0,5.5,nan,3.0,2.0
WIN_Fre_10,1.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,2.0,3.0,7.0,3.0,0.0,0.0,9.0,4.0,4.0,3.0,7.0,4.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,4.0,3.0,4.0,4.0,6.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,3.0,5.0,4.0,1.0,2.0,0.0,3.0,5.0
WIN_Tim_20,356.5,73.0,361.5,88.5,51.0,15.0,57.0,87.5,15.0,342.0,321.0,7.0,nan,nan,9.0,50.5,23.0,57.0,342.0,333.0,31.0,10.0,5.0,73.0,7.0,55.5,47.0,70.0,43.0,354.5,79.0,75.0,364.0,327.0,355.0,5.0,43.0,43.0,53.0,60.5,22.5,47.0,14.5,26.0,13.5,46.0,365.0,17.0,84.5,357.0,60.0,9.5,49.0
WIN_Dur_20,7.0,7.0,9.0,24.5,2.0,5.0,3.0,4.5,4.5,7.0,3.0,3.0,nan,nan,26.0,8.0,12.0,7.0,3.0,16.0,1.5,5.5,2.0,4.0,1.5,3.0,5.0,6.0,8.0,66.0,2.0,3.5,5.0,4.0,3.5,10.0,6.0,1.0,3.0,4.5,9.5,39.0,2.0,2.0,32.5,41.0,52.5,50.5,1.5,7.0,1.0,12.5,6.0
WIN_Fre_20,2.0,5.0,4.0,4.0,5.0,3.0,4.0,6.0,2.0,5.0,5.0,3.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,8.0,5.0,4.0,4.0,6.0,1.0,3.0,4.0,2.0,8.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,8.0,6.0,4.0,3.0,8.0,4.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,7.0
WIN_Tim_50,52.5,326.5,319.0,328.0,336.0,335.0,75.0,330.0,356.0,316.0,60.5,68.5,47.5,54.0,362.5,362.0,344.0,354.0,109.5,298.0,274.0,321.0,223.0,315.0,116.0,343.0,30.0,47.5,362.0,348.5,343.0,340.0,209.0,318.0,322.5,311.0,12.0,351.0,331.5,329.5,344.0,352.5,352.0,51.5,4.0,80.5,313.5,332.5,12.0,336.0,86.0,57.0,356.0
WIN_Dur_50,101.0,113.5,91.5,116.5,89.0,99.0,88.0,203.0,128.0,227.0,6.0,3.0,16.0,5.0,3.0,69.0,101.5,6.0,130.5,341.0,276.0,4.0,2.0,22.0,16.5,69.5,2.0,49.0,7.0,98.5,172.0,6.0,2.0,9.0,129.0,4.0,6.0,11.0,92.0,99.5,159.0,95.5,196.0,30.5,8.0,4.5,104.0,113.0,122.0,145.0,12.0,5.0,173.0
WIN_Fre_50,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,6.0,3.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,7.0,3.0,4.0,2.0,7.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0
