Year,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987
FA_Dur,9.0,7.0,nan,nan,nan,5.0,3.0,nan,nan,5.0,nan,nan,nan,nan,8.0,nan,3.0,nan,2.0,3.0,nan,nan,4.0,3.0,2.0,7.0,nan,2.0,4.0,nan
Tim_2,47.0,nan,nan,46.0,40.0,92.0,44.5,326.0,47.0,68.0,46.5,59.0,352.0,360.0,48.5,6.0,41.0,156.5,nan,59.0,52.0,38.0,63.0,83.5,39.0,316.5,nan,44.0,65.0,38.5
Dur_2,1.0,nan,nan,3.0,2.0,1.0,2.0,3.0,1.5,1.0,7.0,2.0,1.0,1.0,1.5,3.0,1.0,1.5,nan,2.0,3.0,4.5,1.0,1.0,2.0,1.0,nan,1.0,1.0,1.0
Fre_2,1.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,6.0,1.0,4.0,1.0,3.0,2.0,8.0,1.0,3.0,2.0,0.0,7.0,3.0,4.0,2.0,2.0,9.0,2.0,0.0,7.0,1.0,2.0
Tim_5,47.0,32.0,nan,39.0,40.0,92.0,95.0,360.5,24.0,67.0,58.0,61.0,352.0,358.0,38.0,62.0,34.0,156.5,67.0,23.5,65.5,28.5,61.0,87.0,24.0,343.5,352.5,30.0,65.0,38.5
Dur_5,1.0,2.0,nan,19.0,2.0,1.0,1.0,4.5,4.0,3.0,32.5,2.5,2.0,5.0,10.5,1.0,1.0,1.5,1.0,5.0,4.5,3.0,2.0,2.5,11.5,1.5,1.5,1.0,1.0,2.0
Fre_5,3.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,7.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,6.0,4.0,4.0,3.0,4.0,6.0,4.0,2.0,9.0,1.0,2.0
Tim_10,47.0,21.0,nan,39.0,57.5,92.0,93.0,363.0,56.0,13.5,20.0,59.0,352.0,358.0,17.0,17.0,49.0,61.0,7.0,9.0,31.0,29.0,61.0,71.0,75.5,328.0,354.0,333.0,10.5,32.0
Dur_10,1.5,1.5,nan,1.0,2.0,1.0,4.0,4.0,14.0,2.5,99.0,10.0,2.0,8.0,2.0,2.0,3.5,3.0,2.0,4.0,3.0,8.0,2.0,3.0,2.0,2.0,2.0,4.0,2.5,2.0
Fre_10,4.0,2.0,0.0,3.0,2.0,1.0,3.0,5.0,6.0,2.0,1.0,1.0,5.0,1.0,5.0,7.0,6.0,3.0,3.0,7.0,7.0,3.0,5.0,7.0,8.0,5.0,3.0,5.0,2.0,6.0
Tim_20,78.0,75.0,nan,39.0,95.5,21.0,362.0,341.5,336.0,48.0,20.0,50.0,29.5,357.0,59.0,15.5,33.0,167.0,7.0,365.0,17.5,29.0,60.0,20.0,114.0,315.0,354.0,343.0,41.0,17.0
Dur_20,3.5,1.5,nan,2.0,1.5,2.0,4.0,51.5,47.0,2.0,162.0,12.0,12.0,20.0,4.0,20.0,3.0,4.5,3.0,96.0,6.0,11.0,4.0,4.0,7.0,3.0,2.0,4.0,2.0,3.0
Fre_20,4.0,4.0,0.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,4.0,1.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,7.0,8.0,5.0,5.0,7.0,7.0,9.0
Tim_50,322.0,63.5,27.0,336.0,40.0,56.0,91.0,53.5,323.5,298.5,17.0,34.0,333.0,356.0,343.0,329.0,337.0,38.0,57.0,365.0,314.0,223.5,339.0,152.0,334.5,10.0,333.0,132.5,56.5,328.0
Dur_50,104.5,48.0,1.0,13.0,42.0,7.5,56.0,104.0,152.5,95.0,128.5,125.5,203.0,74.0,15.0,3.0,226.0,1.0,4.5,137.0,267.0,6.0,191.0,3.0,158.5,107.0,1.0,7.0,19.5,1.5
Fre_50,2.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,3.0,6.0,2.0,1.0,4.0,1.0,5.0,2.0,2.0,5.0,6.0,4.0,6.0
