Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_BFL_Dur_Fl,167.0,131.0,128.0,152.0,190.0,140.0,186.0,236.0,nan,nan,184.0,176.0,170.0,114.0,nan,163.0,155.0,187.0,216.0,141.0,157.0,143.0,257.0,155.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,171.0,174.0,177.0,nan,nan,nan,nan,249.0,196.0,nan,nan,nan,nan,nan,nan
SU_BFL_Dur_Wet,271.0,199.0,167.0,154.0,231.0,149.0,187.0,244.0,202.0,176.0,245.0,187.0,224.0,236.0,162.0,172.0,207.0,196.0,264.0,244.0,189.0,155.0,263.0,222.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,184.0,205.0,223.0,nan,nan,nan,nan,298.0,287.0,nan,nan,nan,373.0,nan,nan
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan
FAFL_Tim,336.0,286.0,310.0,317.0,318.0,340.0,339.0,14.0,359.0,nan,nan,319.0,321.0,337.0,283.0,nan,351.0,325.0,358.0,339.0,317.0,322.0,314.0,318.0,336.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.0,316.0,312.0,358.0,nan,352.0,nan,nan,360.0,286.0,nan,nan,nan,nan,nan
FAFL_Mag,1069.9439974387444,759.9551462037169,300.9456924195819,312.9382059184297,158.9485725133861,8479.467097988014,86.9463692712259,1559.9705961328577,764.9643283366355,nan,nan,2029.9470641113346,620.9501484686398,1419.8773754055342,39.89704730695503,nan,1619.8547361185842,1279.7587900741773,1869.9002230496365,422.94360120367605,2119.9444253124875,1769.8858921232006,573.9934556647758,170.9763715829888,1819.8523177374007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,944.036929468682,253.96691871111585,2969.716460747995,368.98828616847624,nan,1369.9417209425583,nan,nan,379.959163294582,4879.706182859064,nan,nan,nan,nan,nan
FAFL_Tim_Wet,34.0,25.0,13.0,356.0,320.0,16.0,348.0,15.0,2.0,326.0,350.0,15.0,332.0,26.0,40.0,353.0,360.0,12.0,2.0,22.0,55.0,354.0,326.0,324.0,38.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.0,329.0,343.0,39.0,nan,59.0,nan,2.0,44.0,12.0,nan,nan,331.0,51.0,nan
FAFL_Dur,4.0,3.0,7.0,5.0,4.0,2.0,8.0,7.0,8.0,nan,nan,2.0,2.0,5.0,6.0,nan,7.0,2.0,2.0,8.0,3.0,4.0,1.0,7.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,9.0,2.0,nan,9.0,nan,nan,4.0,3.0,nan,nan,nan,nan,nan
Wet_BFL_Mag,13.0,17.0,25.3,24.0,46.7,62.400000000000006,24.0,642.0,54.50000000000001,12.0,31.00000000000001,48.9,69.30000000000001,36.0,15.0,8.4,160.0,37.0,176.60000000000002,21.0,98.4,93.0,119.8,39.0,41.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,111.0,54.2,26.0,76.0,nan,72.2,nan,71.4,34.2,66.80000000000001,nan,nan,57.2,10.3,nan
WIN_Tim_2,46.0,35.5,nan,7.0,nan,49.5,nan,38.0,38.0,334.0,nan,30.5,15.0,49.0,nan,nan,16.0,48.5,37.0,54.5,52.0,41.0,359.0,nan,67.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,336.0,331.0,56.0,nan,47.5,nan,25.0,55.0,38.0,nan,nan,337.0,nan,nan
WIN_Dur_2,2.0,2.5,nan,2.0,nan,2.0,nan,2.0,1.5,1.5,nan,2.0,2.0,2.0,nan,nan,1.0,1.0,2.5,2.0,3.5,2.0,2.0,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,1.0,2.0,nan,1.5,nan,1.0,2.5,1.5,nan,nan,1.0,nan,nan
WIN_Fre_2,3.0,2.0,0.0,1.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,6.0,2.0,2.0,0.0,0.0,11.0,2.0,4.0,2.0,4.0,11.0,1.0,0.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,2.0,1.0,nan,4.0,nan,3.0,2.0,4.0,nan,nan,3.0,0.0,nan
WIN_Tim_5,52.5,64.0,21.0,362.0,363.0,29.0,nan,31.0,37.0,336.0,359.0,36.5,60.0,53.0,nan,nan,36.0,15.0,23.0,79.0,4.0,23.0,343.0,63.5,31.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.0,361.0,364.0,28.5,nan,72.5,nan,40.0,55.0,46.5,nan,nan,337.0,60.0,nan
WIN_Dur_5,2.5,1.5,2.0,2.0,3.0,4.0,nan,9.5,3.0,1.0,1.0,4.0,1.0,2.0,nan,nan,2.0,1.0,5.0,2.0,2.0,7.5,3.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,2.5,2.0,nan,2.5,nan,2.5,4.0,2.0,nan,nan,2.0,1.0,nan
WIN_Fre_5,4.0,6.0,1.0,3.0,1.0,7.0,0.0,4.0,4.0,3.0,1.0,6.0,9.0,6.0,0.0,0.0,9.0,5.0,4.0,3.0,5.0,6.0,3.0,2.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,6.0,4.0,nan,6.0,nan,4.0,3.0,8.0,nan,nan,3.0,1.0,nan
WIN_Tim_10,42.0,89.5,354.0,4.0,361.5,70.0,39.0,19.0,14.0,343.5,358.0,26.5,7.0,32.0,nan,nan,75.0,14.0,9.0,28.0,15.0,6.0,337.0,40.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,336.0,10.0,49.0,nan,365.0,nan,40.0,54.5,36.0,nan,nan,346.0,59.0,nan
WIN_Dur_10,5.0,3.0,3.0,10.0,2.0,16.0,1.5,4.0,4.0,5.0,1.0,6.5,15.0,2.0,nan,nan,2.5,4.0,6.0,5.0,2.0,6.0,2.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,3.0,2.0,7.0,nan,6.0,nan,4.0,5.5,7.0,nan,nan,6.5,2.0,nan
WIN_Fre_10,4.0,8.0,2.0,3.0,4.0,5.0,2.0,3.0,5.0,2.0,3.0,6.0,5.0,5.0,0.0,0.0,12.0,5.0,5.0,3.0,14.0,6.0,5.0,3.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0,7.0,3.0,nan,5.0,nan,4.0,4.0,7.0,nan,nan,2.0,1.0,nan
WIN_Tim_20,20.0,30.0,351.5,37.0,344.5,21.0,68.0,14.0,9.0,12.0,13.5,345.5,356.0,30.5,61.0,4.0,16.0,14.0,56.0,57.0,354.0,358.0,328.0,26.0,365.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.5,27.0,74.5,13.0,nan,29.0,nan,24.0,20.0,4.5,nan,nan,346.0,59.0,nan
WIN_Dur_20,4.0,2.0,2.5,3.0,4.5,16.0,2.0,4.0,9.0,9.0,6.0,4.5,3.0,16.0,1.0,1.0,4.0,5.0,25.0,2.5,7.0,13.5,2.0,2.0,4.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.5,2.0,6.0,4.0,nan,6.0,nan,17.0,15.0,4.0,nan,nan,15.0,3.0,nan
WIN_Fre_20,3.0,5.0,4.0,7.0,6.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,7.0,4.0,1.0,1.0,6.0,5.0,4.0,8.0,5.0,4.0,9.0,8.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,11.0,8.0,6.0,nan,6.0,nan,3.0,2.0,6.0,nan,nan,2.0,1.0,nan
WIN_Tim_50,334.0,350.0,51.0,334.0,318.0,330.0,352.0,360.0,353.0,319.5,356.0,309.0,316.0,337.0,40.0,3.0,249.0,68.0,321.0,363.0,317.0,89.5,304.0,329.0,321.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,219.0,303.0,329.5,289.0,nan,88.0,nan,4.0,122.0,274.0,nan,nan,29.5,74.5,nan
WIN_Dur_50,10.0,7.0,14.5,93.5,152.0,3.0,4.0,8.0,164.0,83.5,1.0,4.0,3.0,4.0,2.0,2.0,1.0,10.0,2.0,69.0,2.0,2.5,2.0,8.0,108.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,242.0,100.0,196.0,nan,21.5,nan,134.0,28.5,292.0,nan,nan,3.5,7.0,nan
WIN_Fre_50,5.0,3.0,6.0,2.0,1.0,4.0,5.0,3.0,1.0,2.0,5.0,3.0,3.0,5.0,7.0,3.0,3.0,4.0,8.0,2.0,3.0,6.0,3.0,5.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,1.0,2.0,1.0,nan,4.0,nan,1.0,4.0,1.0,nan,nan,4.0,2.0,nan
