Year,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_Dur_Fl,237.0,216.0,197.0,nan,nan,242.0,189.0,nan,248.0,227.0,186.0,157.0,nan,177.0,nan,206.0,nan,179.0,nan,239.0,nan,nan,nan,272.0,197.0,265.0,166.0,201.0,280.0,233.0,180.0,199.0,216.0,239.0,210.0,nan,286.0,174.0,210.0,140.0,nan,nan,205.0,252.0
SU_Dur_Wet,294.0,297.0,251.0,266.0,207.0,246.0,239.0,222.0,300.0,283.0,198.0,161.0,289.0,244.0,288.0,214.0,202.0,226.0,299.0,277.0,252.0,295.0,291.0,280.0,218.0,310.0,217.0,211.0,287.0,235.0,213.0,244.0,232.0,311.0,262.0,266.0,300.0,263.0,267.0,194.0,175.0,368.0,205.0,252.0
SU_No_Flow,111.0,99.0,55.0,70.0,101.0,174.0,1.0,86.0,64.0,141.0,105.0,0.0,132.0,130.0,101.0,125.0,155.0,120.0,262.0,167.0,106.0,87.0,166.0,128.0,92.0,139.0,0.0,127.0,86.0,132.0,128.0,141.0,125.0,121.0,75.0,187.0,168.0,106.0,104.0,65.0,152.0,260.0,185.0,169.0
FA_Tim,nan,319.0,335.0,337.0,nan,nan,357.0,325.0,nan,339.0,364.0,334.0,315.0,nan,336.0,nan,340.0,nan,330.0,nan,363.0,nan,nan,nan,16.0,322.0,339.0,335.0,18.0,13.0,328.0,312.0,364.0,342.0,352.0,345.0,nan,25.0,287.0,353.0,325.0,nan,nan,338.0
FA_Mag,nan,4449.876020319165,3509.6354557689983,2229.9639403936562,nan,nan,1949.9686610033546,937.9506151007384,nan,388.9173433051769,1129.9556685542232,5129.91490649821,1739.8612842432667,nan,1599.9081320941907,nan,310.98112915898395,nan,115.89836295368949,nan,730.9369879393948,nan,nan,nan,660.9763405812862,1149.9781498201562,2649.9509058955045,295.9902499974864,763.9565485853643,1499.905325338663,297.97603186847596,2149.8837696821165,1899.9010612848178,1669.9416266707901,1299.9677749222155,131.9784615757939,nan,276.97107826446165,5799.894281294241,2759.9571659739217,170.99197315526484,nan,nan,598.9621745249333
FA_Tim_Wet,352.0,11.0,51.0,26.0,39.0,362.0,361.0,10.0,7.0,26.0,55.0,346.0,319.0,330.0,38.0,36.0,348.0,354.0,12.0,59.0,36.0,5.0,34.0,7.0,24.0,343.0,19.0,21.0,28.0,20.0,330.0,345.0,44.0,358.0,59.0,32.0,2.0,39.0,11.0,45.0,14.0,334.0,53.0,338.0
FA_Dur,nan,2.0,2.0,6.0,nan,nan,2.0,6.0,nan,2.0,2.0,3.0,3.0,nan,4.0,nan,6.0,nan,7.0,nan,23.0,nan,nan,nan,2.0,3.0,6.0,6.0,3.0,5.0,1.0,12.0,2.0,9.0,2.0,3.0,nan,5.0,2.0,3.0,2.0,nan,nan,21.0
Tim_2,360.0,38.0,46.5,40.0,nan,nan,23.5,65.5,47.0,55.5,91.0,55.0,328.0,40.0,67.0,44.0,nan,360.0,nan,79.0,44.5,40.0,51.0,23.0,47.5,16.0,19.0,40.0,52.0,60.0,336.0,331.0,27.5,28.0,59.0,nan,25.0,64.0,18.0,64.0,nan,347.5,nan,10.5
Dur_2,1.0,2.0,1.0,2.0,nan,nan,2.0,1.0,6.0,1.0,2.0,2.5,1.0,1.0,3.0,1.0,nan,1.0,nan,1.0,1.0,2.0,1.0,3.0,1.5,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5,2.0,4.0,nan,2.0,1.0,2.0,2.0,nan,1.5,nan,1.0
Fre_2,2.0,7.0,6.0,5.0,0.0,0.0,8.0,4.0,3.0,2.0,3.0,8.0,3.0,1.0,5.0,1.0,0.0,1.0,0.0,3.0,2.0,7.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,2.0,8.0,3.0,0.0,3.0,1.0,5.0,6.0,0.0,2.0,0.0,2.0
Tim_5,357.0,36.0,17.0,44.0,nan,nan,23.5,44.0,45.0,54.0,61.5,39.0,337.0,38.0,31.0,54.5,11.0,360.0,48.0,76.0,53.5,14.0,43.0,42.5,50.0,362.0,15.0,70.5,41.0,49.0,363.0,362.0,2.0,28.0,61.5,42.0,39.5,55.5,36.0,23.0,23.0,347.0,60.0,350.0
Dur_5,3.0,3.0,3.0,2.0,nan,nan,3.0,3.0,9.0,4.0,2.0,5.5,2.0,1.5,2.0,1.0,1.5,1.0,1.0,4.0,1.0,8.0,3.5,3.5,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,6.5,2.5,1.0,3.0,3.0,2.0,3.0,1.0,3.5,1.0,2.0
Fre_5,2.0,9.0,7.0,9.0,0.0,0.0,10.0,5.0,3.0,2.0,8.0,10.0,5.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,2.0,8.0,7.0,7.0,7.0,4.0,5.0,6.0,3.0,7.0,3.0,6.0,6.0,1.0,4.0,2.0,7.0,8.0,3.0,2.0,1.0,3.0
Tim_10,13.5,17.0,362.0,32.0,61.0,4.0,59.0,31.0,9.0,52.5,33.5,355.0,335.5,27.5,23.5,54.0,7.5,41.0,30.5,62.0,35.0,2.5,43.0,82.5,25.0,345.0,9.0,38.0,30.0,42.0,349.5,44.0,27.0,27.0,365.0,50.0,22.0,48.0,56.5,47.0,63.5,346.0,59.0,9.5
Dur_10,5.0,9.0,2.0,4.0,1.0,1.0,7.0,4.0,2.0,2.5,4.0,8.0,3.0,3.0,2.5,2.5,2.0,2.0,1.5,4.0,3.5,2.5,5.5,17.0,5.0,3.0,2.0,2.0,2.0,5.0,2.5,2.0,4.0,16.0,8.0,1.5,8.0,4.0,6.0,10.0,2.0,6.5,4.0,4.0
Fre_10,2.0,7.0,7.0,5.0,1.0,1.0,10.0,7.0,5.0,6.0,10.0,5.0,6.0,6.0,6.0,2.0,4.0,3.0,2.0,3.0,4.0,6.0,2.0,4.0,5.0,5.0,9.0,7.0,5.0,5.0,4.0,9.0,4.0,5.0,3.0,2.0,3.0,3.0,6.0,5.0,4.0,2.0,1.0,4.0
Tim_20,28.0,345.5,335.0,362.0,50.5,40.0,351.0,44.5,9.0,41.0,15.0,358.0,12.0,350.0,4.0,62.0,362.0,62.0,13.0,59.0,5.0,43.5,38.0,118.0,76.5,341.0,339.0,56.0,23.0,42.0,28.5,43.0,23.5,48.0,68.5,49.5,22.0,25.0,13.0,101.0,77.0,346.0,76.0,346.0
Dur_20,8.0,56.0,6.0,5.0,2.5,1.0,148.0,8.0,7.0,7.0,6.0,16.0,34.5,4.0,8.0,5.0,3.0,4.0,3.0,39.0,6.0,4.0,3.0,13.0,3.5,10.0,7.0,5.0,3.0,6.0,2.5,21.0,7.0,2.0,18.5,2.0,21.0,2.0,8.0,18.5,6.0,16.0,3.0,10.0
Fre_20,3.0,2.0,5.0,3.0,2.0,2.0,1.0,6.0,5.0,7.0,6.0,4.0,2.0,9.0,5.0,4.0,7.0,7.0,3.0,1.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,8.0,5.0,4.0,6.0,4.0,4.0,3.0,3.0,7.0,4.0,5.0,2.0,2.0,3.0
Tim_50,347.0,310.0,316.0,331.5,48.5,56.0,351.0,325.0,332.0,339.0,318.0,87.0,305.0,319.0,329.0,75.5,340.0,358.0,36.0,59.0,363.0,321.5,1.5,354.0,346.0,313.5,330.0,313.0,16.0,335.0,322.5,330.0,350.0,293.0,352.0,344.0,361.0,360.0,286.0,329.0,49.5,334.0,58.0,338.0
Dur_50,6.0,6.0,246.0,110.5,45.5,5.0,212.0,210.0,4.0,184.0,237.0,127.5,7.0,209.0,210.0,9.0,168.0,149.0,5.0,100.0,155.0,103.0,80.5,105.0,202.0,98.5,252.0,233.0,152.0,30.0,96.0,102.0,141.0,260.0,195.0,146.0,73.0,146.0,268.0,238.0,99.0,147.0,62.0,147.0
Fre_50,3.0,3.0,1.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
