Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
FA_Tim,nan,32.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.0,nan,41.0,nan,nan,361.0,nan,14.0,65.0,77.0,356.0,nan,nan,nan
FA_Mag,nan,24.765100477604488,nan,nan,nan,nan,nan,nan,nan,nan,nan,207.7032064616066,nan,2.1806912184744096,nan,nan,247.93261779313204,nan,91.99077714859091,10.791297122018815,24.989331470203624,186.98384421971826,nan,nan,nan
FA_Tim_Wet,35.0,32.0,nan,365.0,357.0,70.0,nan,19.0,54.0,346.0,nan,19.0,1.0,51.0,nan,nan,11.0,41.0,42.0,70.0,84.0,19.0,341.0,nan,39.0
FA_Dur,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,43.0,nan,nan,28.0,nan,4.0,2.0,3.0,2.0,nan,nan,nan
Tim_2,47.0,41.0,nan,6.0,364.0,75.0,nan,47.0,nan,nan,nan,49.5,7.0,nan,nan,nan,14.0,52.0,56.0,81.0,95.5,51.5,359.0,nan,69.0
Dur_2,1.0,1.0,nan,3.0,1.0,1.0,nan,2.0,nan,nan,nan,1.5,2.0,nan,nan,nan,2.0,1.0,2.0,2.0,2.0,2.5,1.0,nan,4.0
Fre_2,5.0,1.0,nan,1.0,1.0,7.0,0.0,5.0,0.0,0.0,nan,4.0,1.0,0.0,nan,nan,7.0,3.0,4.0,1.0,2.0,10.0,1.0,0.0,3.0
Tim_5,52.5,41.0,nan,53.0,363.0,84.0,nan,37.0,61.5,355.0,nan,54.0,17.0,67.0,nan,nan,54.0,52.0,29.0,79.0,90.0,27.0,329.0,nan,55.0
Dur_5,8.5,2.0,nan,3.0,3.0,3.0,nan,14.0,2.0,1.0,nan,3.0,2.0,1.0,nan,nan,2.5,5.0,19.0,5.0,5.0,4.0,1.0,nan,15.0
Fre_5,2.0,3.0,nan,2.0,1.0,8.0,0.0,3.0,2.0,1.0,nan,6.0,5.0,1.0,nan,nan,8.0,3.0,2.0,1.0,3.0,5.0,3.0,0.0,2.0
Tim_10,39.0,105.0,nan,52.5,17.0,30.0,nan,67.0,61.5,63.5,nan,60.0,17.0,67.0,nan,nan,5.0,38.0,47.0,65.0,82.5,22.0,337.0,nan,55.0
Dur_10,33.0,2.0,nan,6.0,3.0,9.0,nan,47.5,2.0,1.0,nan,5.0,5.0,1.0,nan,nan,3.0,2.0,6.0,2.0,14.5,2.0,5.0,nan,26.5
Fre_10,1.0,5.0,nan,2.0,2.0,5.0,0.0,2.0,2.0,4.0,nan,5.0,5.0,1.0,nan,nan,3.0,7.0,3.0,3.0,2.0,5.0,5.0,0.0,2.0
Tim_20,110.0,92.0,nan,91.0,14.0,62.0,nan,251.0,354.0,26.0,nan,38.0,61.0,81.5,nan,nan,238.0,352.0,108.5,57.0,88.0,356.0,87.0,nan,43.0
Dur_20,2.0,2.0,nan,7.0,14.5,8.0,nan,1.0,4.0,2.5,nan,5.0,30.0,1.5,nan,nan,3.0,2.0,11.0,2.0,6.0,3.0,2.0,nan,94.0
Fre_20,7.0,11.0,nan,3.0,2.0,5.0,0.0,3.0,7.0,6.0,nan,3.0,3.0,4.0,nan,nan,5.0,5.0,4.0,7.0,3.0,3.0,5.0,0.0,1.0
Tim_50,274.0,274.0,nan,275.0,274.0,274.0,274.0,275.0,274.0,274.0,nan,275.0,274.0,274.0,nan,nan,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0
Dur_50,365.0,365.0,nan,365.0,365.0,365.0,365.0,365.0,365.0,365.0,nan,365.0,365.0,365.0,nan,nan,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0
Fre_50,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,nan,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
