Year,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
FAFL_Mag,227.9924522010799,nan,nan,nan,504.9530786015773,215.99039376986275,nan,8.071698494043117,nan,nan,141.95306069164107,442.988114579658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,442.99102789749037,331.99578539809386,526.9606611855085,1489.904122443288,487.9957674154563,652.9117027968659,143.9311769752171,160.94798795475162,146.99170577884064,303.8554387182399,nan,252.98829404654197,247.75898336294134,437.01580231961833,nan,nan,554.960937227849,nan,nan,nan,112.95307624905261
FAFL_Tim_Wet,15.0,9.0,330.0,351.0,9.0,326.0,27.0,48.0,361.0,3.0,16.0,7.0,22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,62.0,19.0,334.0,13.0,20.0,29.0,42.0,341.0,345.0,40.0,361.0,60.0,43.0,7.0,44.0,13.0,49.0,74.0,335.0,51.0,340.0
FAFL_Dur,3.0,nan,nan,nan,5.0,10.0,nan,2.0,nan,nan,9.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,8.0,9.0,3.0,9.0,2.0,4.0,4.0,4.0,2.0,nan,5.0,4.0,2.0,nan,nan,2.0,nan,nan,nan,3.0
Wet_BFL_Mag,10.040000000000001,30.0,22.799999999999997,6.26,11.0,24.0,30.0,3.0,2.33,25.4,18.6,17.0,20.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.9,36.0,67.0,93.80000000000001,52.0,21.6,6.01,14.1,2.109,10.22,27.24,20.58,13.33,12.0,80.04,17.66,12.32,14.71,10.940000000000001,1.8410000000000002,9.824000000000002
WIN_Tim_2,44.0,21.0,345.5,nan,29.5,43.5,59.5,nan,nan,40.0,33.5,29.0,28.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.5,40.5,356.0,33.0,30.0,54.0,61.0,nan,354.0,49.0,32.0,59.0,58.0,34.0,55.5,58.0,64.0,104.0,347.5,nan,10.5
WIN_Dur_2,3.0,1.0,1.0,nan,2.5,2.0,2.0,nan,nan,1.0,2.0,6.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,3.0,2.0,1.0,1.0,1.0,nan,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.5,nan,1.0
WIN_Fre_2,7.0,5.0,2.0,0.0,6.0,4.0,8.0,0.0,0.0,5.0,2.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,6.0,5.0,7.0,2.0,5.0,2.0,0.0,3.0,3.0,6.0,5.0,1.0,3.0,2.0,3.0,6.0,1.0,2.0,0.0,2.0
WIN_Tim_5,34.0,21.0,358.0,359.0,31.0,12.0,59.5,nan,nan,14.0,68.5,46.0,54.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,38.5,31.0,353.5,62.0,69.5,54.0,58.0,40.5,363.0,28.5,55.5,72.0,49.5,32.0,55.0,76.5,27.0,90.5,357.0,nan,12.5
WIN_Dur_5,4.0,5.0,1.0,1.0,4.0,3.0,8.0,nan,nan,7.0,2.0,4.0,3.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,3.0,3.0,2.5,2.5,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,5.0,2.5,2.5,1.5,2.0,nan,1.5
WIN_Fre_5,5.0,3.0,6.0,1.0,7.0,9.0,4.0,0.0,0.0,5.0,4.0,5.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,9.0,8.0,8.0,4.0,5.0,4.0,4.0,3.0,4.0,8.0,13.0,2.0,5.0,3.0,6.0,6.0,2.0,3.0,0.0,4.0
WIN_Tim_10,56.0,31.0,13.0,359.0,9.0,25.5,32.0,nan,nan,37.5,45.0,53.0,72.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36.0,76.5,360.5,10.0,53.0,42.0,51.0,51.0,11.0,25.0,47.0,9.5,49.0,25.0,54.0,75.0,2.0,92.0,346.5,59.0,9.5
WIN_Dur_10,4.0,3.0,7.0,2.0,8.5,3.0,11.0,nan,nan,5.0,4.0,7.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,12.5,9.0,3.0,4.5,9.0,4.0,2.0,3.0,2.5,9.0,2.0,3.5,5.0,11.5,3.5,5.0,3.0,5.0,2.0,3.0
WIN_Fre_10,4.0,6.0,5.0,3.0,6.0,8.0,5.0,0.0,0.0,8.0,5.0,4.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,4.0,6.0,7.0,8.0,3.0,5.0,7.0,7.0,6.0,5.0,6.0,2.0,3.0,2.0,6.0,7.0,3.0,2.0,1.0,4.0
WIN_Tim_20,7.0,10.0,88.0,28.0,358.5,351.0,35.0,nan,4.0,364.0,45.0,44.0,41.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.0,364.0,322.0,340.0,338.0,35.0,69.0,23.5,61.0,363.0,76.5,12.0,25.0,38.5,42.0,18.0,52.0,86.0,346.0,59.0,345.0
WIN_Dur_20,5.0,3.0,7.0,7.0,9.5,4.0,19.0,nan,2.0,2.0,12.0,6.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,59.0,3.0,110.0,3.0,1.0,2.0,4.0,6.5,4.0,7.0,6.0,12.5,3.5,9.5,1.0,10.0,12.5,6.0,9.5,4.0,7.0
WIN_Fre_20,4.0,5.0,6.0,3.0,4.0,10.0,4.0,0.0,1.0,5.0,5.0,7.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,7.0,1.0,5.0,3.0,5.0,4.0,8.0,6.0,5.0,6.0,6.0,4.0,4.0,5.0,7.0,6.0,5.0,2.0,1.0,3.0
WIN_Tim_50,320.0,74.5,320.5,41.0,312.0,296.0,326.0,361.0,55.0,351.0,352.0,338.5,363.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,340.0,345.0,312.5,115.0,203.0,344.0,361.5,331.0,330.0,325.0,329.5,342.0,331.0,352.0,23.0,356.0,325.0,355.0,335.0,87.5,99.0
WIN_Dur_50,4.0,88.5,102.5,8.0,117.5,6.0,6.0,3.0,11.0,201.0,5.0,3.0,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,212.0,109.0,7.0,5.0,4.0,18.5,96.0,103.0,83.5,7.5,108.0,5.0,4.0,24.0,6.0,244.0,3.5,140.0,8.0,3.5
WIN_Fre_50,3.0,2.0,2.0,4.0,2.0,3.0,5.0,12.0,3.0,1.0,3.0,6.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,2.0,4.0,5.0,7.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,1.0,4.0,1.0,4.0,4.0
