Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
SU_Dur_Wet,152.0,114.0,164.0,139.0,123.0,215.0,199.0,169.0,191.0,109.0,196.0,179.0,84.0,126.0,97.0,203.0,100.0,171.0,152.0,118.0,104.0
SU_No_Flow,0.0,0.0,0.0,24.0,39.0,0.0,0.0,0.0,11.0,36.0,75.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,339.0,343.0,nan,320.0,nan,nan,34.0,10.0,26.0,319.0,nan,nan,285.0,317.0,nan,337.0,324.0,nan,nan,310.0
FA_Mag,nan,267.98972541738664,156.99515065075894,nan,74.96831869092445,nan,nan,756.9619014644968,118.98897414399062,60.939033074671585,56.00022004063346,nan,nan,33.98009442198811,166.95582366025053,nan,355.99969379157716,45.953589439794364,nan,nan,40.97718969240014
FA_Tim_Wet,317.0,2.0,344.0,24.0,1.0,350.0,51.0,60.0,15.0,26.0,321.0,35.0,25.0,313.0,354.0,318.0,63.0,344.0,13.0,5.0,330.0
FA_Dur,nan,2.0,4.0,nan,2.0,nan,nan,5.0,2.0,8.0,4.0,nan,nan,7.0,5.0,nan,2.0,3.0,nan,nan,3.0
Tim_2,337.0,45.0,15.0,nan,nan,7.0,140.0,74.0,47.0,nan,nan,45.0,87.0,nan,6.0,nan,98.0,nan,47.0,38.0,nan
Dur_2,2.0,2.0,1.0,nan,nan,7.0,1.0,3.0,1.0,nan,nan,4.0,1.0,nan,2.0,nan,2.0,nan,2.0,2.0,nan
Fre_2,3.0,4.0,1.0,0.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,10.0,0.0,9.0,2.0,0.0
Tim_5,360.0,33.0,67.0,81.5,nan,23.0,98.5,74.0,44.5,64.0,nan,52.5,99.0,nan,25.0,346.0,29.0,nan,17.0,38.0,nan
Dur_5,2.0,2.0,1.0,1.0,nan,2.0,1.5,4.0,1.5,1.0,nan,7.5,2.0,nan,7.0,1.5,3.0,nan,51.5,4.0,nan
Fre_5,4.0,7.0,2.0,4.0,0.0,5.0,2.0,5.0,2.0,2.0,0.0,2.0,6.0,0.0,5.0,2.0,7.0,0.0,2.0,2.0,0.0
Tim_10,36.0,42.0,66.0,75.5,119.5,85.5,109.0,93.5,44.5,79.0,337.0,64.0,70.5,321.5,49.0,365.0,25.5,nan,78.5,44.5,38.0
Dur_10,2.0,2.0,2.0,2.0,2.0,3.5,1.0,4.0,3.0,1.5,1.0,8.0,2.0,1.0,2.0,2.0,3.5,nan,7.0,2.0,1.0
Fre_10,9.0,9.0,4.0,8.0,2.0,8.0,3.0,6.0,2.0,4.0,1.0,3.0,6.0,2.0,8.0,4.0,6.0,0.0,6.0,6.0,4.0
Tim_20,30.0,357.5,112.5,64.0,116.0,131.0,73.0,43.0,52.0,78.5,337.0,123.0,82.0,327.0,62.0,363.0,22.0,68.0,4.5,40.0,362.0
Dur_20,5.0,3.0,2.0,3.0,2.0,9.5,4.0,3.0,2.0,5.0,1.0,7.0,6.0,1.0,15.0,5.0,5.0,1.0,2.0,2.0,2.0
Fre_20,12.0,4.0,14.0,6.0,7.0,6.0,7.0,7.0,4.0,4.0,1.0,4.0,5.0,7.0,7.0,5.0,5.0,5.0,4.0,9.0,13.0
Tim_50,322.0,335.0,345.5,8.5,1.0,344.0,41.0,4.5,26.0,49.5,44.0,20.0,341.0,319.0,338.0,336.0,325.0,18.5,346.0,341.0,320.0
Dur_50,11.0,7.0,6.0,6.5,3.0,5.5,2.0,97.0,3.0,13.5,2.5,2.0,84.0,17.0,2.0,104.0,3.0,3.0,2.0,10.0,108.5
Fre_50,3.0,3.0,4.0,4.0,7.0,4.0,5.0,2.0,5.0,4.0,8.0,3.0,2.0,5.0,5.0,2.0,3.0,8.0,5.0,4.0,2.0
