Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
SU_BFL_Dur_Fl,135.0,120.0,nan,143.0,nan,nan,146.0,184.0,nan,nan,134.0,nan,79.0,nan,nan,nan,nan,nan,154.0,nan,nan,172.0,nan,147.0,187.0,nan,91.0,170.0,191.0,172.0,146.0,139.0,69.0,174.0,113.0,38.0,nan,nan,nan,nan,nan,nan,144.0,173.0,nan,132.0,152.0,nan,82.0,nan,nan,116.0,138.0,164.0,119.0,nan,156.0,nan,121.0,nan,nan,192.0,nan,nan,160.0,159.0
SU_BFL_Dur_Wet,145.0,124.0,134.0,172.0,52.0,171.0,199.0,185.0,164.0,nan,137.0,121.0,92.0,110.0,82.0,187.0,67.0,206.0,257.0,58.0,130.0,174.0,151.0,150.0,395.0,112.0,103.0,200.0,218.0,243.0,156.0,152.0,87.0,180.0,180.0,172.0,81.0,122.0,nan,180.0,165.0,132.0,215.0,174.0,157.0,134.0,207.0,nan,85.0,nan,nan,153.0,145.0,167.0,246.0,nan,182.0,nan,121.0,158.0,nan,388.0,239.0,192.0,161.0,160.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,3.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,nan,339.0,320.0,nan,315.0,nan,nan,349.0,6.0,nan,nan,325.0,nan,291.0,nan,nan,nan,nan,nan,311.0,nan,nan,318.0,nan,301.0,40.0,nan,360.0,352.0,11.0,334.0,5.0,334.0,316.0,330.0,333.0,284.0,nan,nan,nan,nan,nan,nan,315.0,8.0,nan,327.0,342.0,nan,303.0,nan,nan,313.0,316.0,364.0,291.0,nan,335.0,nan,347.0,nan,nan,27.0,nan,nan,348.0
FAFL_Mag,nan,9.461351635031143,5.784241859878521,nan,3.6581698709992336,nan,nan,8.680543825787012,3.737613052137753,nan,nan,1.5535483329105895,nan,5.428686685053221,nan,nan,nan,nan,nan,3.093859214849455,nan,nan,1.9377926151717073,nan,2.6568359557747963,10.92749470862159,nan,21.957735961723433,17.96853543968778,39.950336810249624,4.179531587615014,14.862124934629888,58.850339451428276,11.945496793498537,4.501975434083365,12.97893417036352,3.608316499991943,nan,nan,nan,nan,nan,nan,3.9790025022266344,13.812605137569868,nan,6.627365604651929,11.978482581481838,nan,1.474486596858508,nan,nan,15.785600643092113,1.9283009685155494,28.74856826365057,7.88709781973445,nan,13.578394717148552,nan,12.1653817427188,nan,nan,3.9472642617992304,nan,nan,1.7207157767043935
FAFL_Tim_Wet,nan,349.0,324.0,21.0,344.0,325.0,363.0,37.0,7.0,345.0,nan,328.0,335.0,304.0,326.0,319.0,332.0,321.0,17.0,49.0,310.0,345.0,320.0,362.0,304.0,248.0,316.0,7.0,17.0,38.0,40.0,15.0,347.0,334.0,336.0,35.0,53.0,302.0,332.0,nan,52.0,355.0,5.0,21.0,9.0,354.0,329.0,32.0,nan,306.0,nan,nan,350.0,323.0,2.0,53.0,nan,361.0,nan,347.0,348.0,nan,223.0,51.0,324.0,349.0
FAFL_Dur,nan,20.0,5.0,nan,16.0,nan,nan,6.0,7.0,nan,nan,3.0,nan,8.0,nan,nan,nan,nan,nan,4.0,nan,nan,9.0,nan,4.0,8.0,nan,2.0,3.0,4.0,4.0,1.0,2.0,2.0,10.0,10.0,2.0,nan,nan,nan,nan,nan,nan,9.0,6.0,nan,3.0,5.0,nan,0.0,nan,nan,5.0,2.0,5.0,4.0,nan,2.0,nan,3.0,nan,nan,5.0,nan,nan,5.0
Wet_BFL_Mag,nan,1.8,2.2,1.2,1.7999999999999998,1.5,1.06,1.8,1.6,1.3,nan,1.1,0.9,0.9,1.1,2.22,1.2,1.8,3.8600000000000003,2.3,1.1,1.8000000000000003,1.2,2.1,0.804,0.34,0.31,4.26,3.1,5.1,2.5,3.0,nan,5.0,2.63,2.5,2.9,2.1,1.5,nan,0.99,1.6,2.62,3.1,4.95,2.2,1.7,2.1,nan,1.5,nan,nan,1.156,1.21,3.902,1.918,nan,1.404,nan,1.55,1.574,nan,0.23,1.181,1.024,1.31
WIN_Tim_2,nan,8.0,nan,144.0,nan,27.0,11.0,83.0,47.0,nan,nan,nan,nan,nan,362.0,344.5,339.0,nan,25.0,nan,333.0,358.0,nan,49.5,nan,254.0,230.0,36.5,86.0,28.0,nan,41.0,33.0,359.0,nan,46.0,nan,237.0,nan,nan,60.0,nan,87.5,38.0,63.5,nan,27.0,45.0,nan,nan,nan,nan,11.0,nan,10.0,59.0,nan,27.0,nan,21.0,354.0,nan,248.0,59.0,nan,nan
WIN_Dur_2,nan,2.5,nan,1.5,nan,1.0,1.0,2.0,2.0,nan,nan,nan,nan,nan,1.0,3.0,1.0,nan,3.0,nan,1.0,2.0,nan,1.5,nan,1.0,1.0,2.5,1.0,2.0,nan,1.0,3.0,3.0,nan,2.0,nan,1.0,nan,nan,2.0,nan,16.5,2.0,3.0,nan,1.0,2.0,nan,nan,nan,nan,1.5,nan,4.0,1.0,nan,1.0,nan,2.0,5.0,nan,1.0,1.0,nan,nan
WIN_Fre_2,0.0,2.0,0.0,4.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,8.0,5.0,4.0,0.0,5.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
WIN_Tim_5,nan,71.0,8.0,81.0,141.5,26.0,14.0,68.0,47.0,33.0,nan,5.0,41.0,nan,362.0,326.0,25.0,nan,57.0,60.0,333.0,356.0,nan,61.0,nan,147.0,230.0,34.0,78.0,21.5,41.0,83.5,15.0,329.0,364.0,20.0,nan,237.0,360.0,nan,80.0,44.0,72.0,58.0,26.0,nan,27.0,87.0,nan,nan,nan,nan,11.0,57.0,43.0,59.0,nan,29.0,nan,21.0,65.0,nan,245.0,59.0,nan,7.0
WIN_Dur_5,nan,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,nan,1.0,1.0,nan,1.0,3.0,1.0,nan,4.0,2.0,1.0,5.0,nan,5.0,nan,1.5,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.5,nan,1.0,1.0,nan,1.5,1.0,2.0,1.5,2.0,nan,2.0,2.0,nan,nan,nan,nan,2.5,1.0,3.0,1.0,nan,3.0,nan,2.0,1.5,nan,1.5,2.0,nan,1.0
WIN_Fre_5,0.0,11.0,3.0,5.0,2.0,1.0,3.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,7.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,6.0,9.0,6.0,1.0,8.0,7.0,5.0,2.0,6.0,0.0,1.0,1.0,0.0,4.0,1.0,4.0,2.0,7.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,3.0,0.0,4.0,0.0,3.0,4.0,0.0,2.0,1.0,0.0,1.0
WIN_Tim_10,nan,61.0,53.0,44.0,200.0,26.0,33.0,34.0,47.0,33.0,nan,5.0,41.0,9.0,362.0,87.5,112.0,28.0,94.5,4.0,333.0,356.0,64.5,77.5,11.0,147.0,228.0,30.0,99.5,18.5,69.0,41.0,356.0,315.0,19.0,30.0,5.0,17.0,360.0,nan,110.0,83.0,2.5,58.0,26.0,51.0,14.0,27.5,nan,52.0,nan,nan,30.0,26.0,3.5,88.0,nan,40.0,nan,21.0,19.0,nan,245.0,59.0,336.0,18.5
WIN_Dur_10,nan,3.0,1.5,2.0,1.0,3.0,1.5,1.0,2.0,1.0,nan,3.0,1.0,1.0,2.0,4.5,2.0,1.5,15.5,2.0,2.0,6.0,1.0,5.5,1.0,1.5,3.0,14.0,3.5,3.5,1.5,1.0,4.0,32.0,3.0,3.0,1.0,1.0,1.0,nan,3.0,2.0,79.5,4.0,15.0,1.0,1.0,4.5,nan,1.0,nan,nan,2.0,1.0,2.0,2.0,nan,3.5,nan,4.0,37.5,nan,1.5,2.0,2.0,2.0
WIN_Fre_10,0.0,13.0,4.0,5.0,3.0,1.0,4.0,7.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,4.0,7.0,2.0,6.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,5.0,8.0,6.0,6.0,7.0,9.0,3.0,4.0,7.0,3.0,3.0,1.0,0.0,7.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,4.0,2.0,4.0,5.0,0.0,6.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0
WIN_Tim_20,209.0,363.0,56.0,61.5,46.0,363.5,42.5,38.0,42.0,79.0,nan,52.0,41.0,57.0,108.0,87.5,157.0,360.0,26.5,5.5,18.0,356.0,66.0,74.0,79.0,61.0,116.0,363.0,106.5,9.0,29.0,204.0,323.5,218.0,347.0,121.0,335.0,1.5,34.0,48.0,72.0,43.0,203.0,18.0,177.0,47.5,13.0,117.0,nan,52.0,35.5,nan,58.0,25.5,363.0,68.0,nan,5.0,48.5,58.0,17.5,9.5,256.0,59.0,336.0,18.0
WIN_Dur_20,1.0,2.0,11.0,3.0,1.0,2.0,2.0,2.5,2.0,1.5,nan,2.5,2.0,1.5,1.5,2.0,28.0,3.0,9.5,1.0,2.0,9.0,1.0,6.5,1.0,2.0,2.0,88.5,2.5,38.0,4.0,5.0,160.5,2.0,3.5,4.0,19.0,1.5,1.5,2.0,12.0,2.0,3.0,2.0,1.0,7.0,2.0,3.0,nan,1.0,1.0,nan,2.0,2.0,1.0,3.5,nan,7.0,1.5,13.0,70.5,1.0,1.0,3.0,3.0,3.0
WIN_Fre_20,3.0,5.0,5.0,6.0,9.0,2.0,6.0,6.0,3.0,6.0,0.0,6.0,1.0,4.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,1.0,9.0,4.0,4.0,3.0,2.0,2.0,10.0,3.0,11.0,11.0,2.0,6.0,4.0,10.0,7.0,8.0,6.0,1.0,3.0,5.0,9.0,5.0,3.0,4.0,7.0,6.0,0.0,3.0,2.0,0.0,6.0,2.0,5.0,6.0,0.0,3.0,4.0,7.0,2.0,2.0,4.0,1.0,1.0,2.0
WIN_Tim_50,92.0,230.0,309.0,174.0,87.5,71.0,135.0,339.0,24.0,73.0,131.5,336.0,101.5,21.0,34.0,106.0,103.5,323.0,337.0,146.0,355.0,57.0,359.5,1.0,45.0,178.0,72.0,252.0,245.0,276.0,275.0,274.0,274.0,274.0,229.5,277.0,188.0,143.0,346.0,54.0,58.0,102.5,304.0,188.5,327.0,27.5,141.0,314.0,189.0,320.0,16.0,355.0,27.5,27.0,310.0,58.0,323.0,5.0,350.0,13.0,184.0,365.5,203.0,78.0,11.0,60.0
WIN_Dur_50,3.0,9.0,31.0,4.0,5.0,4.0,3.0,8.0,32.5,5.5,1.5,3.0,2.0,1.0,4.0,8.0,2.0,3.0,303.0,3.0,7.0,4.5,2.5,103.0,4.0,20.5,6.0,4.5,2.0,363.0,365.0,365.0,365.0,365.0,6.0,1.0,2.5,2.5,2.0,4.0,6.0,7.0,2.0,2.5,15.0,111.5,1.0,325.0,2.0,14.0,4.0,1.0,3.5,2.0,5.0,127.5,1.0,22.0,142.0,2.0,3.0,4.5,1.0,2.0,2.0,2.0
WIN_Fre_50,11.0,8.0,3.0,7.0,4.0,9.0,3.0,7.0,4.0,8.0,2.0,5.0,6.0,7.0,11.0,3.0,6.0,3.0,1.0,5.0,7.0,6.0,8.0,1.0,13.0,4.0,11.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,4.0,8.0,5.0,6.0,5.0,4.0,3.0,4.0,3.0,2.0,7.0,1.0,3.0,3.0,7.0,5.0,8.0,7.0,5.0,2.0,3.0,3.0,1.0,7.0,7.0,8.0,9.0,7.0,13.0,7.0
