Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
SU_Dur_Fl,230.0,nan,115.0,210.0,187.0,nan,197.0,223.0,nan,nan,nan,nan,nan,225.0,nan,211.0,nan,nan,308.0,nan,nan,275.0,nan,241.0,nan,nan,230.0,217.0,224.0,236.0,262.0,226.0,184.0
SU_Dur_Wet,237.0,47.0,174.0,343.0,204.0,216.0,248.0,253.0,293.0,161.0,338.0,300.0,177.0,324.0,185.0,228.0,144.0,270.0,314.0,240.0,185.0,279.0,254.0,313.0,269.0,272.0,242.0,227.0,234.0,290.0,324.0,263.0,221.0
SU_No_Flow,189.0,0.0,120.0,209.0,137.0,208.0,165.0,3.0,254.0,161.0,216.0,69.0,135.0,218.0,143.0,169.0,0.0,187.0,0.0,100.0,22.0,188.0,105.0,228.0,227.0,268.0,203.0,0.0,60.0,0.0,202.0,166.0,61.0
FA_Tim,12.0,364.0,nan,318.0,344.0,359.0,nan,349.0,6.0,nan,nan,nan,nan,nan,355.0,nan,311.0,nan,nan,41.0,nan,nan,17.0,nan,338.0,nan,nan,16.0,351.0,29.0,339.0,5.0,356.0
FA_Mag,2.5002003840689118,62.97593780231026,nan,18.916016192938237,8.934311673133978,67.93238265314336,nan,188.9676116335262,49.88757544649891,nan,nan,nan,nan,nan,145.48690331767122,nan,194.9065236075856,nan,nan,54.916614477986165,nan,nan,70.97377236963887,nan,185.84977572116836,nan,nan,214.97552624510598,34.95015050123719,204.97213604242006,23.914328161435712,25.921948475035926,307.93950968342006
FA_Tim_Wet,15.0,6.0,316.0,12.0,112.0,11.0,6.0,35.0,36.0,4.0,305.0,33.0,31.0,314.0,89.0,316.0,328.0,318.0,18.0,47.0,326.0,351.0,21.0,365.0,45.0,32.0,364.0,28.0,361.0,39.0,28.0,67.0,28.0
FA_Dur,34.0,8.0,nan,14.0,3.0,5.0,nan,2.0,7.0,nan,nan,nan,nan,nan,2.0,nan,12.0,nan,nan,3.0,nan,nan,3.0,nan,21.0,nan,nan,3.0,6.0,3.0,2.0,5.0,7.0
Tim_2,nan,41.0,nan,25.0,120.0,10.0,34.0,68.0,44.5,nan,nan,44.5,40.0,324.0,45.0,364.0,24.0,334.0,38.0,50.0,344.0,358.0,50.5,36.5,65.0,40.0,4.0,60.5,45.0,29.0,61.0,76.0,57.0
Dur_2,nan,1.5,nan,1.0,1.0,1.0,1.5,2.0,1.0,nan,nan,2.0,1.0,1.0,1.5,2.5,2.0,1.0,11.0,2.0,1.0,1.0,1.5,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Fre_2,0.0,6.0,0.0,1.0,1.0,2.0,2.0,8.0,2.0,0.0,0.0,4.0,1.0,1.0,2.0,4.0,9.0,3.0,3.0,2.0,2.0,3.0,8.0,2.0,3.0,1.0,1.0,8.0,5.0,5.0,3.0,3.0,11.0
Tim_5,nan,41.0,337.0,24.0,58.0,77.5,55.0,45.0,47.0,33.0,351.5,5.0,87.0,21.0,95.5,363.0,90.0,334.0,17.5,59.0,19.0,356.0,48.5,33.5,56.5,147.0,7.0,26.5,38.0,29.5,61.0,73.0,27.0
Dur_5,nan,1.5,1.0,1.0,1.0,1.0,1.0,2.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,36.0,2.0,1.5,7.0,1.5,1.5,1.0,2.0,2.0,2.0,3.0,2.5,2.0,2.0,4.0
Fre_5,0.0,10.0,3.0,5.0,3.0,4.0,3.0,6.0,4.0,3.0,2.0,6.0,3.0,3.0,4.0,5.0,11.0,3.0,2.0,3.0,6.0,1.0,10.0,6.0,6.0,2.0,3.0,8.0,8.0,6.0,5.0,7.0,7.0
Tim_10,nan,25.0,360.0,44.0,58.0,54.0,55.0,34.0,47.0,32.0,354.5,336.0,87.0,21.0,92.0,6.5,22.0,27.0,17.5,50.0,17.0,361.5,38.0,32.5,67.5,146.5,7.0,9.0,31.0,14.0,61.0,57.0,6.5
Dur_10,nan,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.5,2.0,1.0,1.0,5.0,4.5,12.0,2.0,58.0,4.5,3.0,6.0,3.0,3.0,2.0,2.5,2.0,4.0,4.0,3.0,2.0,2.0,1.5
Fre_10,0.0,11.0,6.0,7.0,7.0,5.0,7.0,7.0,4.0,5.0,4.0,5.0,7.0,3.0,3.0,6.0,7.0,6.0,2.0,2.0,6.0,2.0,11.0,6.0,6.0,2.0,3.0,5.0,11.0,5.0,5.0,8.0,8.0
Tim_20,43.5,7.0,43.0,49.5,48.0,54.0,55.0,25.0,47.0,32.0,354.5,5.0,87.0,20.5,40.0,322.5,336.0,20.5,15.0,72.0,12.5,13.5,339.0,4.0,60.5,61.0,77.0,4.0,5.0,26.5,60.0,41.0,113.5
Dur_20,1.0,3.0,3.5,3.0,2.0,4.0,2.0,3.0,2.5,2.0,2.0,4.0,3.0,2.0,3.0,69.0,2.0,5.0,2.0,2.0,5.0,8.0,2.0,2.0,2.5,4.0,3.0,5.0,8.0,7.5,3.5,3.0,2.5
Fre_20,6.0,11.0,8.0,8.0,9.0,7.0,9.0,5.0,4.0,7.0,4.0,6.0,7.0,6.0,4.0,2.0,5.0,10.0,3.0,6.0,8.0,2.0,9.0,7.0,8.0,3.0,5.0,5.0,5.0,4.0,6.0,9.0,10.0
Tim_50,61.5,86.5,275.0,2.0,1.0,332.0,115.0,131.0,314.0,10.0,75.0,324.0,129.0,73.0,61.5,41.5,102.0,298.0,350.0,140.0,338.0,64.5,341.0,342.5,60.5,158.0,102.5,360.0,216.0,358.0,142.0,5.0,342.0
Dur_50,3.5,39.0,264.0,34.0,5.0,9.0,4.5,8.0,16.0,9.0,3.0,225.0,3.0,4.0,25.0,87.5,16.0,18.0,2.0,15.0,5.5,17.0,3.0,9.0,4.5,4.0,4.0,27.0,4.0,5.0,3.0,4.0,3.0
Fre_50,6.0,4.0,1.0,4.0,9.0,5.0,10.0,8.0,5.0,3.0,3.0,1.0,7.0,7.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,9.0,6.0,10.0,4.0,6.0,3.0,4.0,5.0,5.0,7.0,7.0
