Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
SU_BFL_Dur_Fl,129.0,172.0,115.0,119.0,nan,nan,115.0,nan,216.0,127.0,138.0,118.0,111.0,nan,nan,140.0,177.0,216.0,144.0,196.0,168.0,122.0,nan,177.0,107.0,130.0,153.0,217.0,183.0,188.0,139.0,182.0,136.0,nan,154.0,256.0,nan,124.0,129.0,187.0,201.0,187.0,124.0
SU_BFL_Dur_Wet,137.0,183.0,174.0,126.0,133.0,235.0,188.0,198.0,217.0,187.0,202.0,283.0,175.0,200.0,134.0,203.0,186.0,227.0,153.0,207.0,184.0,166.0,132.0,244.0,226.0,139.0,166.0,244.0,189.0,233.0,139.0,219.0,143.0,134.0,208.0,264.0,158.0,222.0,338.0,211.0,232.0,214.0,151.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,302.0,324.0,342.0,318.0,313.0,nan,nan,318.0,nan,26.0,330.0,336.0,285.0,310.0,nan,nan,320.0,15.0,345.0,346.0,313.0,359.0,316.0,nan,337.0,299.0,319.0,348.0,15.0,365.0,338.0,321.0,351.0,314.0,nan,336.0,28.0,nan,328.0,296.0,36.0,5.0,345.0
FAFL_Mag,1859.9283744230352,353.9783825485728,609.9440370791314,848.8784231998898,250.99218136552437,nan,nan,923.9697732762369,nan,332.91205540809864,380.95780275772256,571.9844393759979,1099.8327382248272,226.96887402294308,nan,nan,417.9751022347878,655.9656778429007,483.9790455343963,778.9277948201316,558.830715955539,231.0096505721187,519.9403387743579,nan,825.8724416141514,104.95132990470775,42.920619774068385,1019.9459778410566,297.9900007827681,485.95917919571366,423.9876225372516,1599.874814666925,2189.987778496448,764.9710472514544,nan,499.91225017899063,167.979162787011,nan,753.0216840713965,749.8183293337128,165.8704429924795,719.8344158730035,959.7754974460761
FAFL_Tim_Wet,303.0,332.0,353.0,12.0,320.0,348.0,50.0,26.0,4.0,27.0,25.0,35.0,85.0,9.0,347.0,316.0,18.0,24.0,356.0,355.0,324.0,10.0,360.0,312.0,39.0,53.0,328.0,361.0,42.0,6.0,18.0,321.0,23.0,321.0,311.0,25.0,36.0,333.0,61.0,140.0,60.0,36.0,7.0
FAFL_Dur,7.0,2.0,3.0,5.0,3.0,nan,nan,3.0,nan,2.0,3.0,4.0,6.0,5.0,nan,nan,7.0,3.0,5.0,3.0,2.0,9.0,5.0,nan,2.0,6.0,7.0,4.0,2.0,2.0,2.0,10.0,3.0,2.0,nan,2.0,7.0,nan,3.0,5.0,4.0,2.0,5.0
Wet_BFL_Mag,125.60000000000001,167.60000000000002,138.4,86.80000000000001,67.0,221.0,161.0,100.39999999999999,94.2,119.8,65.6,54.0,40.0,64.6,96.2,130.10000000000002,97.0,126.2,152.5,176.0,162.4,66.0,91.0,315.20000000000005,51.9,29.3,17.0,302.2,42.8,174.7,36.6,277.0,174.0,262.8,91.0,52.0,98.19999999999999,102.3,61.400000000000006,29.0,25.8,54.0,126.0
WIN_Tim_2,351.5,361.0,14.0,56.0,nan,29.5,97.0,85.5,12.0,39.0,nan,54.5,67.5,20.0,58.5,320.5,28.0,51.0,21.0,14.0,16.0,nan,17.0,15.0,66.0,nan,nan,14.0,86.0,48.0,29.0,24.0,49.0,351.5,317.0,45.0,64.0,340.0,69.0,147.0,nan,59.0,51.0
WIN_Dur_2,1.0,2.0,1.0,1.0,nan,3.5,3.0,3.0,2.0,2.0,nan,2.5,2.5,1.0,1.0,1.5,1.0,5.0,2.0,5.0,1.0,nan,4.0,3.5,1.0,nan,nan,2.0,2.0,6.0,1.0,2.0,2.0,3.5,2.0,4.0,1.0,1.0,4.0,2.0,nan,3.5,2.0
WIN_Fre_2,2.0,3.0,3.0,4.0,0.0,4.0,2.0,6.0,3.0,1.0,0.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,0.0,3.0,6.0,5.0,0.0,0.0,7.0,1.0,1.0,3.0,4.0,11.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0
WIN_Tim_5,39.5,361.0,365.0,38.0,340.0,6.0,72.0,35.0,27.5,52.0,32.0,44.0,70.5,20.0,56.0,36.5,28.0,50.0,27.0,10.0,30.0,59.0,37.0,28.5,69.0,nan,nan,22.5,86.0,30.0,29.0,45.0,40.0,350.0,317.0,49.5,64.0,344.0,76.5,80.0,nan,62.5,60.0
WIN_Dur_5,2.0,3.0,1.0,3.0,1.0,11.0,2.0,15.0,5.5,3.5,2.0,4.0,1.5,2.0,6.0,3.0,3.0,7.0,3.0,4.0,3.5,2.0,9.0,4.5,2.5,nan,nan,3.0,3.0,9.5,2.0,5.0,12.5,9.0,2.0,8.0,1.0,1.0,4.5,2.5,nan,4.5,2.0
WIN_Fre_5,4.0,5.0,3.0,8.0,1.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,6.0,1.0,4.0,6.0,5.0,1.0,7.0,3.0,4.0,3.0,5.0,8.0,6.0,0.0,0.0,8.0,1.0,2.0,3.0,5.0,6.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,0.0,4.0,8.0
WIN_Tim_10,18.0,24.0,365.0,32.5,43.0,26.5,69.0,355.0,27.0,38.0,32.0,39.0,58.5,20.0,56.0,4.0,28.0,31.5,40.5,9.0,15.0,40.0,13.0,24.5,61.0,99.0,nan,65.0,65.0,47.0,46.0,45.0,64.0,324.0,316.0,48.5,64.0,10.0,66.0,13.0,62.0,65.0,51.0
WIN_Dur_10,3.0,5.0,2.0,5.5,2.0,11.0,5.0,3.0,8.0,5.0,5.0,6.0,6.0,3.0,11.0,5.0,6.0,6.5,7.5,4.0,2.0,6.0,8.0,11.5,4.0,1.0,nan,6.5,3.5,8.0,3.0,4.0,6.0,2.0,4.0,13.0,3.0,4.0,8.0,1.0,2.0,5.0,5.0
WIN_Fre_10,7.0,7.0,7.0,8.0,2.0,4.0,5.0,7.0,2.0,3.0,5.0,3.0,6.0,1.0,4.0,7.0,7.0,2.0,6.0,5.0,7.0,2.0,7.0,8.0,5.0,3.0,0.0,8.0,2.0,3.0,5.0,9.0,6.0,5.0,1.0,4.0,3.0,3.0,3.0,5.0,1.0,5.0,9.0
WIN_Tim_20,23.5,14.0,43.5,39.5,339.0,44.5,109.0,317.0,58.5,91.5,351.0,26.5,350.0,324.0,38.5,29.0,364.0,56.5,364.0,353.0,34.5,58.0,347.5,1.5,32.0,78.0,nan,362.0,66.5,5.0,45.0,365.5,357.5,8.0,332.0,16.0,64.0,9.0,13.5,13.0,79.0,74.0,37.0
WIN_Dur_20,6.5,6.0,6.0,3.0,6.0,21.0,6.0,4.0,6.0,2.5,7.0,11.0,2.0,1.0,9.5,15.0,9.5,4.5,4.0,11.0,17.5,6.0,8.0,36.5,9.0,6.5,nan,4.0,4.5,3.0,11.0,10.0,8.5,5.5,5.0,5.0,5.0,5.0,20.5,2.0,3.0,4.5,5.0
WIN_Fre_20,6.0,7.0,8.0,4.0,3.0,4.0,5.0,7.0,4.0,6.0,5.0,4.0,7.0,5.0,4.0,7.0,6.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,2.0,0.0,4.0,8.0,7.0,5.0,6.0,4.0,8.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,4.0,7.0
WIN_Tim_50,299.0,319.0,327.5,95.0,336.0,332.0,142.0,61.0,5.0,21.0,363.5,353.0,330.0,60.0,318.5,54.0,317.0,65.0,344.0,328.5,60.0,340.0,319.5,301.5,361.0,365.5,123.0,347.0,8.0,330.0,360.0,316.0,302.0,310.0,309.0,4.0,13.0,40.0,327.0,7.0,47.0,34.5,306.0
WIN_Dur_50,232.0,116.0,111.5,112.0,48.0,7.0,7.0,2.0,2.0,151.0,26.0,17.0,43.0,8.0,4.5,104.0,233.0,4.0,203.0,83.0,8.0,3.0,19.0,122.5,7.0,4.5,1.0,9.0,17.0,20.5,69.0,9.0,4.0,5.0,94.5,6.0,55.0,94.5,2.0,40.0,39.5,2.5,1.0
WIN_Fre_50,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,6.0,4.0,2.0,1.0,6.0,1.0,2.0,4.0,7.0,4.0,2.0,5.0,8.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,9.0,3.0,2.0,6.0,3.0
