Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
SU_Dur_Fl,nan,62.0,114.0,148.0,130.0,nan,153.0,217.0,nan,nan,nan,nan,115.0,174.0,nan,272.0,nan,nan,nan,nan,nan,356.0,nan,175.0,nan,nan,167.0,210.0,nan,287.0,nan,149.0,162.0
SU_Dur_Wet,149.0,64.0,179.0,181.0,137.0,168.0,240.0,248.0,188.0,107.0,208.0,299.0,238.0,274.0,116.0,317.0,111.0,202.0,314.0,202.0,245.0,365.0,236.0,249.0,225.0,188.0,172.0,218.0,216.0,295.0,267.0,187.0,200.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,nan,320.0,318.0,337.0,359.0,nan,350.0,6.0,nan,nan,nan,nan,324.0,355.0,nan,337.0,nan,nan,nan,nan,nan,19.0,nan,338.0,nan,nan,16.0,6.0,nan,30.0,nan,356.0
FA_Mag,nan,nan,27.88579450214279,17.98363816767236,3.3616641626635184,45.94851238597806,nan,247.97559439138678,63.958147773409955,nan,nan,nan,nan,16.982496868742878,96.56187028296388,nan,72.02889236656401,nan,nan,nan,nan,nan,412.8878384648923,nan,161.78914309720926,nan,nan,310.9877078044141,33.00047588420926,nan,22.981248936587466,nan,220.90639182106767
FA_Tim_Wet,nan,8.0,322.0,18.0,5.0,1.0,6.0,72.0,37.0,4.0,309.0,34.0,31.0,82.0,90.0,318.0,17.0,322.0,18.0,52.0,326.0,353.0,28.0,361.0,47.0,33.0,365.0,21.0,14.0,41.0,38.0,72.0,29.0
FA_Dur,nan,nan,3.0,3.0,10.0,5.0,nan,6.0,9.0,nan,nan,nan,nan,2.0,2.0,nan,3.0,nan,nan,nan,nan,nan,5.0,nan,3.0,nan,nan,3.0,2.0,nan,4.0,nan,4.0
Tim_2,nan,15.0,nan,44.0,nan,26.0,14.0,74.0,44.0,nan,nan,44.5,40.0,92.0,355.0,326.0,24.0,nan,46.0,59.0,344.0,359.5,42.0,7.0,19.0,156.5,nan,60.0,86.0,62.0,61.0,91.0,39.0
Dur_2,nan,5.0,nan,1.0,nan,1.0,1.0,3.0,1.5,nan,nan,7.0,1.0,1.0,1.0,5.0,3.0,nan,11.5,2.0,1.0,1.5,3.0,2.0,2.5,1.0,nan,2.0,3.0,5.0,1.0,1.0,1.0
Fre_2,0.0,3.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,5.0,0.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,0.0,7.0,1.0,3.0,1.0,1.0,9.0
Tim_5,nan,67.0,345.5,44.0,nan,26.0,55.0,50.0,46.5,nan,nan,39.0,40.0,92.0,45.0,326.0,59.0,nan,58.0,61.0,353.0,358.0,59.0,6.0,19.0,156.5,nan,24.0,45.0,29.0,63.0,83.5,42.5
Dur_5,nan,13.0,1.0,2.0,nan,1.0,1.0,4.0,1.5,nan,nan,2.0,2.0,1.0,1.5,10.0,3.0,nan,37.5,3.0,2.0,5.0,13.0,4.0,3.5,1.5,nan,4.0,2.0,1.0,1.5,1.0,5.5
Fre_5,0.0,3.0,2.0,3.0,0.0,3.0,3.0,5.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,10.0,0.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,0.0,4.0,5.0,3.0,2.0,2.0,6.0
Tim_10,nan,66.0,355.0,44.0,120.0,77.5,55.0,33.0,47.0,33.0,27.0,39.0,63.5,21.0,95.0,341.5,339.0,14.0,20.0,59.0,352.0,358.0,27.5,6.0,40.0,156.5,130.0,22.5,41.0,30.0,61.0,88.5,356.0
Dur_10,nan,26.0,1.0,1.0,2.0,1.5,2.0,12.0,3.0,1.0,1.0,1.0,1.5,2.0,2.0,39.5,12.0,1.0,114.0,11.0,3.0,8.0,2.5,1.0,2.0,1.5,1.0,11.0,8.0,2.0,2.0,3.0,3.0
Fre_10,0.0,3.0,5.0,7.0,1.0,4.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,5.0,2.0,1.0,4.0,6.0,6.0,3.0,4.0,3.0
Tim_20,nan,12.0,342.0,49.5,58.0,102.0,81.5,26.0,78.0,21.0,351.5,52.5,75.0,21.0,48.0,320.0,336.0,44.0,20.0,16.0,29.5,356.0,361.0,4.0,33.0,156.0,7.0,4.0,365.5,29.0,41.0,54.5,22.0
Dur_20,nan,25.0,4.0,2.0,2.0,4.0,3.5,8.0,3.0,1.5,1.0,5.0,2.0,2.0,4.0,141.0,43.0,1.0,170.0,2.0,14.5,23.0,7.0,2.0,4.0,3.0,2.0,5.0,5.5,10.0,2.0,7.5,3.0
Fre_20,0.0,3.0,5.0,6.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,1.0,3.0,5.0,1.0,5.0,4.0,1.0,4.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0
Tim_50,57.0,355.5,34.5,17.0,47.0,95.0,55.0,349.0,274.0,64.0,331.0,336.0,209.0,82.0,354.0,66.5,317.5,21.5,360.0,274.0,332.0,356.0,341.0,306.0,337.0,254.0,44.0,360.0,90.5,345.0,313.0,20.0,339.0
Dur_50,1.0,5.0,124.0,2.0,4.0,17.0,9.0,38.0,244.0,3.5,2.0,4.0,3.0,3.0,39.0,110.0,160.5,111.0,2.0,266.0,205.0,97.0,5.0,221.0,217.0,2.0,4.5,279.0,172.0,20.0,207.0,5.0,9.5
Fre_50,2.0,4.0,2.0,5.0,15.0,5.0,7.0,3.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,6.0,1.0,2.0,7.0,1.0,7.0,4.0
