Year,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_BFL_Dur_Fl,225.0,nan,nan,nan,nan,nan,186.0,178.0,235.0,nan,111.0,nan,219.0,214.0,226.0,215.0,163.0,138.0,210.0,nan,nan,nan,nan,332.0,254.0,nan,nan,nan,209.0,nan,228.0,nan,271.0,196.0,nan,260.0,nan,336.0,247.0,217.0,171.0,220.0,nan,nan,266.0,nan,nan,302.0,nan,nan
SU_BFL_Dur_Wet,267.0,183.0,253.0,233.0,181.0,nan,248.0,189.0,239.0,nan,274.0,220.0,221.0,241.0,235.0,275.0,215.0,140.0,213.0,238.0,219.0,248.0,nan,448.0,257.0,272.0,291.0,168.0,259.0,232.0,230.0,302.0,271.0,206.0,266.0,262.0,204.0,382.0,248.0,281.0,171.0,229.0,303.0,237.0,267.0,188.0,178.0,395.0,260.0,260.0
SU_BFL_No_Flow,203.0,161.0,235.0,122.0,162.0,nan,184.0,106.0,144.0,nan,266.0,219.0,139.0,194.0,112.0,198.0,85.0,0.0,133.0,186.0,11.0,187.0,nan,377.0,245.0,259.0,245.0,63.0,203.0,0.0,0.0,0.0,0.0,75.0,158.0,182.0,184.0,180.0,222.0,156.0,138.0,218.0,246.0,220.0,167.0,121.0,178.0,274.0,260.0,165.0
FAFL_Tim,329.0,340.0,nan,nan,nan,nan,nan,321.0,336.0,33.0,nan,276.0,nan,15.0,14.0,340.0,5.0,334.0,329.0,334.0,nan,nan,nan,nan,148.0,63.0,nan,nan,nan,10.0,nan,357.0,nan,20.0,25.0,nan,355.0,nan,1.0,1.0,365.0,356.0,6.0,nan,nan,50.0,nan,nan,324.0,nan
FAFL_Mag,6.84086584512966,37.99488416978264,nan,nan,nan,nan,nan,48.96420124437223,14.70889360981392,30.829158124560607,nan,3.9747013712518684,nan,24.867325250400743,83.96435894267536,3.992329360225968,493.648820035033,119.97928667249249,41.97190734370677,6.084711277544427,nan,nan,nan,nan,97.62262570212019,89.80159693865477,nan,nan,nan,564.813677272826,nan,189.96295285245404,nan,19.95100916640586,58.963405033772325,nan,14.010042084175856,nan,40.081053944295306,130.83691433538195,42.99808179778674,0.9633468200995229,50.58783422314151,nan,nan,92.82071660488735,nan,nan,19.45597753328468,nan
FAFL_Tim_Wet,333.0,17.0,4.0,21.0,8.0,331.0,nan,18.0,347.0,37.0,nan,74.0,10.0,17.0,41.0,349.0,65.0,21.0,331.0,337.0,40.0,362.0,10.0,nan,264.0,66.0,37.0,7.0,345.0,60.0,26.0,359.0,27.0,20.0,35.0,48.0,357.0,347.0,47.0,2.0,64.0,356.0,15.0,45.0,14.0,51.0,1.0,352.0,52.0,342.0
FAFL_Dur,8.0,21.0,nan,nan,nan,nan,nan,3.0,2.0,2.0,nan,2.0,nan,4.0,4.0,3.0,2.0,3.0,2.0,3.0,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,4.0,nan,2.0,nan,8.0,3.0,nan,26.0,nan,4.0,4.0,6.0,2.0,3.0,nan,nan,4.0,nan,nan,16.0,nan
Wet_BFL_Mag,1.3,0.6,0.78,24.400000000000002,6.3,2.06,nan,1.5,2.0,3.7100000000000004,nan,nan,5.08,2.7,3.4200000000000004,1.1,7.180000000000001,6.120000000000001,3.66,1.3,3.4799999999999995,0.95,1.72,nan,2.15,0.0,0.0,10.4,1.1,7.8,14.2,14.6,35.4,5.1,0.01,3.7,1.4860000000000002,0.0,1.0,5.274,2.99,0.68,1.232,1.4020000000000004,7.452,11.84,0.492,0.0,0.0,0.0
WIN_Tim_2,nan,49.5,nan,42.5,38.0,nan,nan,38.0,8.0,66.0,nan,nan,50.5,52.0,47.0,nan,90.0,39.0,359.0,nan,69.0,nan,nan,nan,208.0,73.5,44.5,50.0,nan,52.0,50.0,2.0,24.5,40.0,49.0,65.0,nan,353.0,56.0,12.0,48.0,nan,25.0,nan,55.0,69.5,nan,358.0,nan,348.0
WIN_Dur_2,nan,2.0,nan,3.5,1.5,nan,nan,3.0,1.0,2.0,nan,nan,4.5,3.0,1.0,nan,3.0,5.5,2.0,nan,5.0,nan,nan,nan,1.0,1.5,1.0,3.0,nan,6.0,2.5,4.0,1.0,1.0,2.5,1.0,nan,1.0,2.0,2.0,2.0,nan,5.0,nan,1.0,2.0,nan,2.0,nan,1.5
WIN_Fre_2,0.0,4.0,0.0,6.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,4.0,1.0,5.0,0.0,3.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,5.0,0.0,4.0,6.0,3.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,5.0,2.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,2.0
WIN_Tim_5,nan,85.0,31.0,38.0,40.5,345.5,nan,38.0,1.5,70.5,nan,nan,59.5,52.0,29.0,30.0,68.0,6.5,348.5,88.0,55.5,44.0,17.0,nan,207.5,73.0,44.0,31.5,51.0,23.0,38.5,2.0,29.0,70.5,43.0,60.5,365.5,353.0,28.5,36.0,81.5,nan,40.5,56.5,37.0,56.0,nan,358.0,nan,347.5
WIN_Dur_5,nan,2.5,1.0,13.0,3.0,1.5,nan,3.0,3.0,1.0,nan,nan,4.0,4.0,18.0,1.0,3.0,3.5,2.5,1.0,18.0,1.0,2.0,nan,1.5,3.5,3.0,9.5,1.0,12.0,5.5,4.0,1.0,2.5,5.0,2.0,1.5,4.0,2.5,3.0,3.0,nan,2.5,1.5,9.0,5.0,nan,4.0,nan,4.0
WIN_Fre_5,0.0,6.0,1.0,3.0,4.0,2.0,0.0,7.0,2.0,8.0,0.0,0.0,6.0,1.0,2.0,1.0,4.0,6.0,4.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,6.0,1.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,4.0,0.0,4.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0
WIN_Tim_10,363.0,90.0,31.0,20.0,37.0,357.5,nan,17.0,5.0,66.0,nan,nan,60.0,52.0,29.0,55.5,40.5,334.0,347.5,63.5,44.0,54.5,17.0,nan,207.5,77.0,46.0,21.0,50.0,38.5,22.0,1.0,3.0,52.0,75.5,56.0,363.0,31.0,28.5,51.5,80.5,nan,24.0,56.5,55.0,38.5,nan,358.0,9.0,349.0
WIN_Dur_10,4.0,11.0,1.0,82.0,13.5,3.5,nan,5.0,3.0,4.0,nan,nan,2.0,3.0,32.0,2.0,7.5,5.0,1.0,2.0,17.0,2.0,3.0,nan,2.0,2.0,3.0,13.0,3.0,53.5,2.0,4.0,9.0,2.0,4.5,3.0,3.0,4.5,4.0,9.0,3.5,nan,6.0,3.0,6.0,3.0,nan,6.0,1.0,2.0
WIN_Fre_10,1.0,7.0,1.0,1.0,2.0,4.0,0.0,5.0,5.0,5.0,0.0,0.0,7.0,3.0,2.0,2.0,6.0,5.0,8.0,2.0,3.0,2.0,1.0,0.0,2.0,5.0,3.0,4.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,6.0,0.0,3.0,2.0,7.0,6.0,0.0,1.0,2.0,3.0
WIN_Tim_20,17.5,46.0,49.5,20.0,57.0,46.0,28.0,10.0,361.0,49.0,nan,276.0,11.5,15.0,28.0,62.0,45.0,115.0,321.0,63.5,36.5,54.0,17.0,nan,207.5,72.5,62.0,3.5,43.5,6.0,363.5,62.0,351.5,359.0,43.0,43.0,359.0,60.5,45.0,365.0,365.0,58.0,13.5,56.0,19.0,31.0,105.0,358.0,9.0,349.0
WIN_Dur_20,3.0,18.5,2.5,109.0,41.5,5.5,1.0,6.0,5.0,39.0,nan,1.0,69.0,2.0,12.0,5.0,43.0,9.0,5.0,4.0,57.0,5.0,5.0,nan,3.0,4.0,8.0,81.0,6.5,75.5,75.5,2.5,8.0,2.5,5.0,2.0,10.5,2.5,4.5,133.0,18.0,3.0,33.5,10.5,104.0,5.0,2.0,9.0,1.5,4.0
WIN_Fre_20,4.0,4.0,2.0,1.0,2.0,4.0,1.0,3.0,7.0,2.0,0.0,1.0,2.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,0.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,6.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0
WIN_Tim_50,327.0,84.0,61.5,18.0,60.0,333.0,362.0,76.0,68.5,79.5,14.0,76.0,9.0,341.0,359.0,327.0,95.0,280.0,155.0,325.0,127.5,284.0,132.0,43.0,147.0,98.5,42.0,110.0,294.0,120.5,250.0,220.0,294.5,274.0,19.0,155.0,355.0,350.0,60.5,364.0,352.0,339.0,4.0,44.0,86.5,352.0,347.0,358.0,9.0,141.0
WIN_Dur_50,175.0,109.5,70.5,186.0,99.0,200.0,120.0,124.0,122.0,104.5,115.0,7.0,191.0,183.0,217.0,192.0,102.0,359.0,16.0,203.0,116.0,4.0,23.0,84.0,12.0,8.0,71.0,109.0,225.0,116.5,6.5,7.5,163.0,284.0,90.0,3.0,172.0,176.0,62.0,198.0,209.0,155.0,157.0,94.0,90.0,214.0,181.0,121.0,3.5,4.0
WIN_Fre_50,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,6.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0
