Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985
SU_BFL_Dur_Fl,nan,160.0,115.0,nan,nan,116.0,144.0,nan,116.0,122.0,79.0,112.0,nan,123.0,119.0,114.0,nan,139.0,206.0,131.0,148.0,96.0,122.0,67.0,112.0,101.0,156.0,nan,127.0,nan,87.0,92.0,112.0,189.0,208.0
SU_BFL_Dur_Wet,141.0,170.0,230.0,135.0,216.0,195.0,152.0,187.0,188.0,191.0,184.0,185.0,130.0,232.0,184.0,170.0,179.0,143.0,272.0,168.0,150.0,97.0,194.0,201.0,161.0,109.0,195.0,174.0,173.0,114.0,139.0,95.0,221.0,207.0,226.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,335.0,nan,17.0,319.0,nan,nan,318.0,361.0,nan,318.0,335.0,286.0,310.0,nan,318.0,320.0,339.0,nan,355.0,314.0,356.0,354.0,311.0,338.0,284.0,319.0,349.0,11.0,nan,339.0,nan,299.0,315.0,308.0,17.0
FAFL_Mag,7959.77736780445,nan,1659.975516526391,1589.8302622079277,nan,nan,2459.9252166905612,799.9535932666242,nan,452.0058714034024,1319.9905825174092,25699.863132613864,1809.9365150379067,nan,923.9426952247633,2289.9454012839306,1119.9552999785383,nan,11099.823919400289,1659.9609909035682,1449.911218956829,4549.959186316658,3619.929094751281,1179.9734175156577,1049.932795140432,340.9976407081648,4109.819113584903,3069.869758495978,nan,3259.82567431153,nan,3719.9234097101184,7279.875039398751,994.9924594341098,7549.912408388043
FAFL_Tim_Wet,84.0,3.0,27.0,69.0,350.0,50.0,32.0,4.0,29.0,25.0,39.0,26.0,18.0,351.0,62.0,20.0,30.0,12.0,359.0,15.0,28.0,356.0,312.0,45.0,53.0,3.0,357.0,50.0,4.0,20.0,318.0,351.0,318.0,52.0,35.0
FAFL_Dur,6.0,nan,3.0,4.0,nan,nan,2.0,3.0,nan,4.0,3.0,8.0,4.0,nan,3.0,2.0,3.0,nan,3.0,2.0,2.0,5.0,3.0,2.0,2.0,7.0,2.0,5.0,nan,3.0,nan,2.0,2.0,2.0,3.0
Wet_BFL_Mag,816.9,908.0,923.0,338.0,578.0,1530.0,339.8,546.4,655.6,301.0,247.4,510.0,456.6,574.5,418.0,577.8000000000001,303.0,1320.0,955.5,805.0,409.90000000000003,1220.0,1340.0,381.6,347.1,162.0,1516.0,331.1,1122.0,398.5,1515.0,991.5,2478.0,485.20000000000005,1294.0
WIN_Tim_2,86.0,66.0,68.0,nan,15.0,98.0,50.0,nan,39.0,nan,nan,31.0,nan,6.0,nan,76.0,52.0,26.0,358.0,85.0,nan,17.0,15.0,nan,nan,nan,39.5,nan,30.0,nan,17.0,50.0,343.5,nan,55.5
WIN_Dur_2,1.0,1.5,2.0,nan,3.0,2.5,1.0,nan,2.0,nan,nan,4.0,nan,2.0,nan,3.0,3.0,4.0,1.0,3.0,nan,1.0,7.0,nan,nan,nan,2.5,nan,6.0,nan,4.5,2.5,1.5,nan,9.0
WIN_Fre_2,4.0,4.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,8.0,4.0,0.0,2.0
WIN_Tim_5,44.0,20.0,81.5,nan,38.0,65.0,80.0,12.0,52.5,nan,42.5,31.0,nan,58.0,nan,75.0,51.0,108.5,358.0,114.5,60.0,15.0,15.0,133.0,nan,nan,14.0,nan,30.0,46.0,20.5,64.5,343.5,nan,44.0
WIN_Dur_5,2.5,4.0,3.0,nan,3.0,3.0,2.0,1.0,3.0,nan,2.0,5.0,nan,7.5,nan,5.0,6.0,6.0,3.0,5.0,1.0,2.0,3.0,3.0,nan,nan,3.0,nan,8.0,1.0,5.5,7.5,4.0,nan,10.0
WIN_Fre_5,4.0,3.0,2.0,0.0,6.0,3.0,7.0,1.0,2.0,0.0,2.0,5.0,0.0,4.0,0.0,5.0,1.0,6.0,3.0,4.0,1.0,2.0,7.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,8.0,6.0,6.0,0.0,3.0
WIN_Tim_10,32.0,114.0,87.5,129.0,77.0,102.0,80.0,29.5,78.0,nan,95.0,31.0,nan,65.5,86.0,21.0,33.0,61.0,10.0,95.0,63.0,17.0,45.0,84.0,nan,nan,59.5,125.0,48.0,66.0,57.5,63.5,343.0,nan,31.0
WIN_Dur_10,4.0,6.0,3.5,1.0,11.5,5.0,5.0,2.0,3.5,nan,3.0,4.0,nan,13.5,2.0,4.0,4.5,14.5,3.0,12.0,2.0,3.0,4.5,2.0,nan,nan,2.5,3.0,9.0,1.0,7.0,6.0,5.0,nan,4.0
WIN_Fre_10,5.0,5.0,6.0,1.0,8.0,4.0,7.0,2.0,4.0,0.0,5.0,7.0,0.0,4.0,2.0,7.0,2.0,4.0,5.0,5.0,5.0,7.0,10.0,7.0,0.0,0.0,10.0,3.0,3.0,2.0,8.0,12.0,8.0,0.0,3.0
WIN_Tim_20,46.5,94.0,48.0,133.0,53.0,122.0,32.0,47.0,65.0,37.5,63.5,30.0,106.0,91.5,106.0,7.0,48.0,51.0,10.0,18.0,85.0,42.0,361.0,72.0,60.0,nan,33.0,74.0,77.5,46.0,36.5,360.5,87.0,30.5,30.0
WIN_Dur_20,6.0,20.0,4.0,7.5,47.0,8.0,21.0,6.0,12.0,1.0,28.5,7.0,2.0,3.0,3.0,5.5,4.0,13.5,20.0,3.0,3.0,3.0,14.0,6.5,1.0,nan,11.5,2.0,9.0,1.0,23.5,6.0,15.5,9.5,4.0
WIN_Fre_20,6.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,7.0,3.0,6.0,6.0,8.0,3.0,4.0,3.0,7.0,5.0,7.0,7.0,6.0,1.0,0.0,8.0,5.0,6.0,5.0,6.0,6.0,4.0,2.0,6.0
WIN_Tim_50,324.0,354.0,354.0,1.0,340.0,14.0,349.0,27.5,25.0,336.0,14.0,354.5,39.0,336.0,20.0,354.0,359.0,331.0,346.0,319.0,333.0,316.0,303.0,29.0,326.5,nan,348.0,27.5,329.0,363.0,308.5,321.0,303.0,316.0,336.0
WIN_Dur_50,4.0,3.0,3.0,3.0,2.0,2.0,38.0,16.0,5.0,3.0,3.0,35.0,14.0,5.0,5.0,19.5,2.0,2.5,4.0,125.5,1.0,2.0,129.0,2.0,3.0,nan,7.0,67.5,3.0,4.0,126.0,14.0,244.0,3.0,4.0
WIN_Fre_50,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,6.0,5.0,8.0,4.0,4.0,6.0,3.0,2.0,5.0,7.0,2.0,7.0,8.0,0.0,3.0,2.0,5.0,4.0,2.0,3.0,1.0,5.0,5.0
