Year,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_Dur_Fl,156.0,147.0,225.0,169.0,nan,150.0,nan,nan,166.0,115.0,150.0,126.0,197.0,123.0,178.0,nan,134.0,113.0,146.0,212.0,252.0,nan,234.0,132.0,nan,195.0,182.0,137.0,nan,155.0,156.0,168.0,124.0,142.0,164.0,159.0,nan,159.0,182.0,127.0,nan,168.0,177.0,108.0,93.0,125.0,154.0,267.0,173.0,252.0
SU_Dur_Wet,217.0,180.0,230.0,178.0,228.0,178.0,177.0,142.0,202.0,230.0,244.0,144.0,199.0,188.0,222.0,139.0,159.0,114.0,148.0,219.0,256.0,176.0,283.0,202.0,188.0,225.0,184.0,143.0,187.0,155.0,162.0,207.0,179.0,194.0,224.0,165.0,184.0,160.0,186.0,140.0,167.0,184.0,233.0,185.0,133.0,230.0,156.0,268.0,181.0,260.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,320.0,337.0,345.0,346.0,nan,331.0,nan,nan,338.0,299.0,320.0,326.0,11.0,298.0,338.0,nan,303.0,314.0,308.0,17.0,1.0,nan,328.0,297.0,nan,5.0,345.0,342.0,nan,346.0,340.0,329.0,327.0,324.0,335.0,326.0,nan,340.0,343.0,335.0,nan,338.0,357.0,288.0,297.0,328.0,326.0,40.0,326.0
FA_Mag,nan,5349.931606381302,4499.827602981858,19399.744714460816,14099.889264733018,nan,2139.9487284478355,nan,nan,3909.936615733507,1889.9356307907942,257.9414564345765,7159.906440990575,14299.436593570772,7009.8372492540175,13199.79046844305,nan,5479.934777027425,12599.776472998477,3989.969162396171,13599.946375012383,3519.967910560794,nan,17399.69426402903,2289.9918547782836,nan,1059.9911998757827,10899.95278456007,2519.89697003689,nan,17299.752232897175,15299.70260238798,3029.9912095634218,11899.903236484028,3069.9605695485157,653.951424318139,5349.880857736315,nan,10499.81816901786,12299.82199186398,15099.889093667593,nan,2949.9258668013604,1429.9780984153083,1309.9959640177967,3669.9658643570465,1419.9844677505214,4509.9746454724145,6169.9672793445825,2689.959644960687
FA_Tim_Wet,359.0,16.0,5.0,350.0,355.0,326.0,359.0,351.0,310.0,9.0,49.0,49.0,344.0,13.0,363.0,17.0,315.0,328.0,315.0,310.0,24.0,5.0,333.0,12.0,2.0,37.0,35.0,347.0,348.0,2.0,346.0,346.0,3.0,17.0,11.0,30.0,332.0,345.0,341.0,347.0,348.0,342.0,354.0,48.0,365.0,337.0,68.0,328.0,41.0,334.0
FA_Dur,nan,6.0,2.0,3.0,5.0,nan,3.0,nan,nan,3.0,2.0,7.0,2.0,10.0,3.0,4.0,nan,2.0,2.0,2.0,4.0,4.0,nan,3.0,5.0,nan,2.0,5.0,2.0,nan,2.0,2.0,3.0,2.0,2.0,9.0,3.0,nan,2.0,3.0,4.0,nan,3.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0
Tim_2,4.0,364.5,14.0,19.0,2.0,15.0,60.0,12.0,2.0,64.0,58.5,nan,23.5,27.5,12.0,29.0,38.5,34.5,343.0,333.0,45.0,57.5,340.0,15.5,8.0,63.0,nan,39.0,nan,73.5,20.5,2.5,37.0,38.0,51.5,nan,365.0,37.0,19.5,88.0,361.0,nan,4.0,62.0,19.0,36.5,83.5,346.5,88.0,9.0
Dur_2,3.0,1.5,2.0,2.5,1.0,1.0,1.0,3.0,2.0,2.0,1.5,nan,1.5,1.0,3.0,1.0,3.5,2.0,1.0,1.0,2.0,1.5,1.5,2.5,1.0,1.0,nan,1.5,nan,2.5,1.0,3.0,1.0,1.0,1.5,nan,1.0,1.5,1.5,1.0,2.0,nan,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
Fre_2,1.0,6.0,3.0,8.0,6.0,5.0,3.0,3.0,8.0,6.0,2.0,0.0,6.0,2.0,3.0,3.0,6.0,12.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,0.0,6.0,6.0,4.0,9.0,7.0,2.0,0.0,3.0,6.0,4.0,3.0,7.0,0.0,1.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0
Tim_5,36.0,20.0,30.0,12.0,29.0,350.0,55.0,12.0,2.0,52.0,57.0,nan,8.0,44.0,24.0,34.5,4.0,28.5,328.0,2.0,30.0,64.0,359.5,68.0,79.5,62.0,51.0,51.0,nan,77.0,16.0,11.0,50.0,38.0,37.0,65.0,351.0,48.5,3.5,89.5,47.0,26.0,19.0,62.0,62.5,65.0,83.0,349.0,65.0,355.0
Dur_5,3.5,3.0,2.0,4.0,1.5,2.0,3.0,3.0,3.5,2.5,5.0,nan,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.5,6.0,1.0,1.5,2.0,1.0,3.0,1.0,2.0,nan,4.0,2.0,2.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.5,3.0,1.0,3.0,2.0,2.5,1.0,2.0
Fre_5,2.0,5.0,7.0,7.0,6.0,9.0,3.0,5.0,10.0,8.0,1.0,0.0,11.0,3.0,6.0,4.0,13.0,10.0,9.0,4.0,5.0,3.0,6.0,5.0,2.0,1.0,1.0,9.0,0.0,7.0,7.0,6.0,5.0,11.0,5.0,1.0,7.0,10.0,8.0,8.0,12.0,4.0,2.0,3.0,8.0,9.0,4.0,4.0,5.0,5.0
Tim_10,48.5,20.0,23.5,20.0,28.0,11.0,54.0,36.0,50.0,50.0,340.0,nan,23.0,57.0,364.0,38.5,26.0,22.0,9.5,333.5,30.0,44.0,9.5,52.0,148.0,62.0,63.0,35.5,23.0,85.5,60.0,36.5,41.0,52.5,36.0,64.0,339.0,73.0,1.0,80.0,28.0,30.0,22.0,93.5,62.0,14.0,80.0,352.0,75.0,349.0
Dur_10,3.5,4.0,2.5,4.0,3.0,2.0,1.0,4.0,10.0,4.0,1.0,nan,3.0,3.0,2.0,2.0,5.0,5.0,8.5,1.5,5.5,2.0,2.0,2.5,1.0,3.0,3.0,3.0,2.0,9.5,2.0,4.0,2.0,5.5,3.0,2.0,3.0,5.0,2.0,4.0,5.0,2.5,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0
Fre_10,8.0,11.0,8.0,11.0,6.0,9.0,5.0,5.0,11.0,7.0,3.0,0.0,10.0,6.0,11.0,6.0,13.0,13.0,6.0,8.0,6.0,5.0,4.0,4.0,3.0,1.0,2.0,10.0,1.0,6.0,11.0,6.0,10.0,8.0,9.0,3.0,9.0,11.0,11.0,11.0,9.0,6.0,6.0,4.0,11.0,15.0,8.0,5.0,4.0,6.0
Tim_20,18.5,26.5,13.0,5.0,44.0,10.0,59.0,53.0,31.5,73.5,36.5,nan,75.5,80.5,6.0,55.0,32.0,340.5,73.0,345.0,2.5,33.0,16.0,42.5,62.0,79.0,91.5,14.0,48.0,100.5,49.0,35.5,7.0,37.0,31.5,76.0,10.0,47.0,12.5,45.0,14.0,17.5,31.0,54.0,44.5,8.5,63.0,33.5,58.0,3.0
Dur_20,3.0,9.5,3.0,8.0,8.0,6.0,4.5,4.0,8.0,3.0,2.0,nan,5.0,2.5,3.0,4.5,15.0,8.0,10.0,3.0,7.5,5.0,6.5,2.5,2.0,2.0,3.5,5.0,3.0,26.0,8.0,3.5,3.0,8.0,10.0,5.5,1.0,11.0,5.5,4.0,30.0,4.5,3.0,3.0,9.5,8.0,12.5,3.5,3.0,4.5
Fre_20,10.0,8.0,7.0,7.0,7.0,11.0,8.0,12.0,10.0,8.0,4.0,0.0,10.0,6.0,13.0,6.0,8.0,8.0,5.0,7.0,6.0,7.0,4.0,6.0,7.0,2.0,4.0,9.0,5.0,4.0,7.0,10.0,10.0,9.0,6.0,4.0,8.0,7.0,10.0,13.0,4.0,6.0,9.0,7.0,8.0,6.0,4.0,6.0,5.0,4.0
Tim_50,337.5,318.0,337.0,317.0,309.0,318.5,331.0,309.0,67.0,362.5,355.0,69.0,327.0,26.0,307.0,5.0,65.5,310.0,311.0,355.5,328.0,353.0,110.0,53.0,365.5,23.0,362.0,324.5,1.0,325.5,342.5,63.5,301.0,353.0,348.0,357.0,321.0,329.5,320.0,300.0,320.5,335.5,338.0,38.0,327.0,311.0,365.0,333.0,364.5,333.0
Dur_50,96.5,227.0,19.0,2.0,2.0,111.0,1.0,35.0,7.0,7.5,13.0,5.0,8.5,64.0,11.0,11.0,6.5,7.5,2.0,92.5,3.0,2.0,36.0,17.0,15.5,62.0,2.0,108.0,18.0,113.0,96.0,18.5,121.0,99.0,19.0,3.0,93.0,98.0,3.0,1.0,104.5,1.5,7.0,7.0,3.0,13.0,2.0,10.0,42.0,4.0
Fre_50,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,6.0,6.0,5.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,6.0,2.0,7.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,5.0,2.0,6.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0
