Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
WIN_Dur_2,3.0,1.0,9.0,1.0,1.0,2.5,nan,nan,2.0,1.0,3.0,nan,2.0,1.0,1.0,nan,2.0,1.0,1.0,nan,nan
WIN_Fre_2,7.0,6.0,3.0,7.0,4.0,2.0,0.0,0.0,2.0,6.0,2.0,nan,1.0,2.0,3.0,0.0,7.0,3.0,3.0,0.0,0.0
WIN_Tim_5,30.0,35.0,362.0,57.0,41.0,58.0,19.0,348.5,8.5,17.5,365.0,nan,20.0,27.0,41.5,34.0,363.0,46.5,334.0,49.0,nan
WIN_Dur_5,8.0,2.0,4.0,4.0,1.5,3.0,1.5,1.0,1.0,3.0,2.0,nan,3.0,2.0,2.0,1.5,1.0,1.5,2.0,2.0,nan
WIN_Fre_5,7.0,9.0,5.0,6.0,8.0,3.0,2.0,2.0,8.0,10.0,5.0,nan,4.0,7.0,6.0,4.0,11.0,4.0,5.0,2.0,0.0
WIN_Tim_10,94.0,49.0,1.5,45.5,22.0,44.0,361.0,336.0,52.0,33.0,40.5,nan,18.5,21.5,38.5,34.0,352.0,54.0,333.0,67.5,16.5
WIN_Dur_10,2.0,2.0,3.5,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.5,nan,2.0,3.0,1.5,2.5,2.0,3.5,2.0,2.5,1.5
WIN_Fre_10,11.0,13.0,6.0,10.0,9.0,7.0,4.0,7.0,12.0,11.0,10.0,nan,8.0,8.0,8.0,6.0,15.0,8.0,7.0,4.0,2.0
WIN_Tim_20,135.0,49.0,351.0,32.0,18.0,38.5,347.0,346.5,97.5,32.0,18.5,nan,26.5,360.5,32.0,23.0,355.5,88.5,8.5,65.0,8.5
WIN_Dur_20,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,3.5,2.0,nan,22.0,2.0,2.0,3.0,2.0,5.0,2.5,1.0,1.0
WIN_Fre_20,15.0,17.0,12.0,13.0,15.0,14.0,7.0,8.0,14.0,10.0,14.0,nan,6.0,10.0,12.0,9.0,16.0,10.0,10.0,9.0,8.0
WIN_Tim_50,68.0,70.5,31.0,29.0,10.0,31.5,35.0,359.0,73.5,47.0,62.0,nan,88.0,326.0,69.0,41.5,352.0,137.5,47.5,66.5,64.0
WIN_Dur_50,2.0,4.5,12.0,3.0,5.5,2.0,14.0,2.0,3.0,6.0,2.0,nan,159.0,8.0,5.0,6.0,38.0,43.5,7.0,4.5,2.0
WIN_Fre_50,19.0,16.0,8.0,19.0,10.0,14.0,8.0,12.0,16.0,7.0,17.0,nan,2.0,8.0,10.0,14.0,7.0,6.0,10.0,8.0,14.0
